Provincia,Unnamed: 1,Localidad,ADSL,CABLEMODEM,Unnamed: 5,FIBRAOPTICA,4G,3G,Unnamed: 9,WIRELESS,Unnamed: 11
0,Cañuelas,Barrio Belgrano-Máximo Paz,--,0,--,--,SI,0,--,SI,--
BUENOS AIRES,Cañuelas,Barrio El Taladro,0,--,--,--,0,--,--,SI,0
BUENOS AIRES,Cañuelas,0,SI,SI,SI,0,SI,SI,SI,0,SI
BUENOS AIRES,0,0,--,--,0,0,SI,--,0,0,--
0,Cañuelas,Máximo Paz,--,0,--,SI,--,0,--,SI,0
0,Cañuelas,Santa Rosa,0,0,--,--,0,0,--,SI,0
BUENOS AIRES,0,Uribelarrea,SI,--,0,SI,SI,SI,0,0,--
BUENOS AIRES,0,0,SI,--,0,0,SI,SI,0,SI,--
BUENOS AIRES,Capitán Sarmiento,0,SI,SI,--,0,SI,SI,SI,SI,0
BUENOS AIRES,0,La Luisa,--,--,0,--,--,--,0,SI,0
BUENOS AIRES,Carlos Casares,Bellocq,0,--,SI,--,0,--,SI,0,--
0,General San Martín,Villa Juan Martín De Pueyrredon,--,0,--,SI,0,0,--,0,--
BUENOS AIRES,0,0,--,SI,0,0,SI,SI,0,--,0
BUENOS AIRES,General San Martín,0,SI,SI,--,0,SI,SI,SI,--,--
BUENOS AIRES,General San Martín,0,SI,SI,--,0,SI,SI,0,0,--
BUENOS AIRES,0,Villa Marqués Alejandro María De Aguado,--,SI,0,SI,SI,SI,0,0,--
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,0,0,--,SI,0,SI,--,--,0
0,General San Martín,Villa Parque San Lorenzo,--,0,--,SI,SI,0,--,--,0
0,General San Martín,Villa San Andrés,0,0,--,SI,0,0,SI,SI,--
BUENOS AIRES,General San Martín,Villa Yapeyú,0,SI,--,SI,0,SI,--,0,--
BUENOS AIRES,0,0,SI,--,0,0,SI,--,0,SI,0
BUENOS AIRES,General Viamonte,0,--,--,--,0,--,--,--,--,0
BUENOS AIRES,Moreno,La Reja,0,SI,SI,SI,0,SI,SI,0,SI
0,Moreno,Moreno,0,0,SI,SI,SI,0,SI,SI,SI
BUENOS AIRES,0,Paso Del Rey,--,SI,0,SI,SI,SI,0,SI,0
BUENOS AIRES,Moreno,0,SI,SI,0,0,SI,SI,SI,SI,--
0,Morón,Castelar,SI,0,--,SI,SI,0,SI,0,--
BUENOS AIRES,Morón,El Palomar,0,SI,SI,SI,0,0,SI,SI,SI
BUENOS AIRES,Tornquist,Tornquist,0,SI,--,SI,0,SI,SI,--,SI
0,Tornquist,Tres Picos,0,0,--,--,0,0,--,--,0
BUENOS AIRES,Tornquist,0,--,SI,--,0,--,--,--,--,--
BUENOS AIRES,0,0,SI,--,0,0,SI,--,0,0,--
0,Trenque Lauquen,30 de Agosto,--,0,--,SI,SI,0,SI,--,0
BUENOS AIRES,Trenque Lauquen,Berutti,0,--,--,SI,0,SI,SI,--,0
0,Trenque Lauquen,Girodias,0,0,--,--,0,0,SI,SI,--
BUENOS AIRES,Trenque Lauquen,La Carreta,0,--,--,--,0,--,--,0,--
BUENOS AIRES,0,0,SI,SI,0,0,SI,SI,0,SI,SI
BUENOS AIRES,Trenque Lauquen,0,--,--,--,0,--,--,--,SI,0
BUENOS AIRES,0,0,--,--,0,0,SI,SI,--,0,--
JUJUY,0,Los Alisos,SI,--,0,--,--,--,0,--,--
CABA,COMUNA 01,MONSERRAT,0,SI,SI,SI,0,0,SI,SI,0
0,Calamuchita,La Cumbrecita,--,0,--,--,SI,0,--,SI,--
CORDOBA,0,Las Bajadas,--,--,0,--,SI,--,0,SI,--
CORDOBA,0,0,--,--,0,0,--,--,0,0,--
CORDOBA,Calamuchita,Los Cóndores,0,--,--,--,0,SI,SI,SI,SI
0,Calamuchita,Los Molinos,0,0,--,--,0,0,--,SI,0
CORDOBA,Calamuchita,0,SI,--,--,0,SI,SI,SI,0,SI
CABA,0,0,SI,SI,0,0,SI,SI,0,0,SI
CORDOBA,0,La Puerta,--,--,0,SI,SI,SI,0,SI,0
CORDOBA,Río Primero,0,--,--,--,0,--,--,--,SI,0
0,Río Primero,Las Gramillas,--,0,--,--,SI,0,SI,0,--
0,Río Primero,Las Saladas,0,0,--,--,0,--,SI,0,--
CORDOBA,0,0,--,--,0,0,--,--,0,--,--
CORDOBA,0,Monte del Rosario,--,--,0,--,--,--,0,--,0
CORDOBA,Río Primero,0,SI,--,--,0,SI,SI,0,0,SI
CORDOBA,0,Obispo Trejo,--,--,0,--,SI,SI,0,--,--
CABA,COMUNA 10,VILLA LURO,0,0,SI,SI,0,SI,SI,SI,0
0,Totoral,Sinsacate,SI,0,--,SI,SI,0,SI,SI,--
0,Totoral,Villa del Totoral,0,0,--,SI,0,0,SI,SI,--
CORDOBA,Tulumba,Cerro Colorado,0,--,--,--,0,--,--,0,--
CORDOBA,0,0,--,--,0,0,--,--,0,--,--
CORDOBA,Tulumba,0,--,--,--,0,--,--,--,--,0
CORDOBA,Tulumba,El Tuscal,0,--,--,--,0,--,--,0,--
0,Tulumba,Las Arrias,0,0,--,--,0,0,SI,0,--
CABA,0,PALERMO,SI,SI,0,SI,SI,SI,0,SI,0
ENTRE RIOS,0,0,--,--,0,0,SI,--,SI,SI,0
0,Diamante,Colonia Ensayo,--,0,--,--,--,0,SI,0,--
ENTRE RIOS,Diamante,Costa Grande,0,--,--,--,0,0,--,--,--
ENTRE RIOS,Diamante,Diamante,0,SI,--,--,0,SI,SI,SI,--
0,Diamante,Estación Camps,0,0,--,--,0,0,SI,SI,0
ENTRE RIOS,Diamante,0,--,--,--,0,--,--,--,0,--
ENTRE RIOS,0,0,--,--,0,0,SI,--,0,0,--
0,Diamante,General Racedo,--,0,--,--,SI,0,SI,SI,0
FORMOSA,Formosa,Formosa,0,SI,--,SI,0,SI,SI,SI,SI
0,Formosa,Gran Guardia,0,0,--,--,0,0,SI,0,--
0,Formosa,Mariano Boedo,--,0,--,--,--,0,--,0,--
FORMOSA,0,0,--,--,0,0,SI,SI,0,SI,0
FORMOSA,0,San Hilario,--,--,0,--,SI,--,0,SI,SI
FORMOSA,0,Villa del Carmen,--,--,0,0,SI,SI,0,SI,SI
FORMOSA,Formosa,0,--,--,--,0,--,--,--,0,--
0,Laishi,Banco Payaguá,--,0,--,--,--,0,--,SI,0
FORMOSA,Laishi,General Lucio Victorio Mansilla,0,--,--,--,0,--,SI,SI,0
FORMOSA,Laishi,0,--,--,--,0,SI,--,SI,0,--
FORMOSA,0,0,--,--,0,0,SI,SI,0,SI,SI
0,Laishi,Tatané,--,0,--,--,SI,0,--,SI,0
0,Laishi,Villa Escolar,0,0,--,--,0,0,--,SI,--
LA PAMPA,0,Quemú Quemú,--,--,0,SI,SI,SI,0,0,SI
LA PAMPA,0,0,--,--,0,0,--,SI,0,--,--
LA PAMPA,Quemú Quemú,0,--,--,--,0,--,--,SI,SI,--
LA PAMPA,0,Caleufú,--,SI,0,SI,SI,--,0,--,0
LA PAMPA,Rancul,Ingeniero Foster,0,--,--,--,0,--,--,--,--
0,Rancul,La Maruja,--,0,--,--,0,0,SI,0,SI
LA PAMPA,0,0,--,--,0,0,SI,SI,0,SI,0
LA PAMPA,Rancul,0,--,--,--,0,--,--,SI,--,0
LA PAMPA,0,Quetrequén,--,--,0,SI,--,--,0,SI,SI
LA PAMPA,0,0,--,--,0,0,SI,--,0,0,SI
0,Realicó,Adolfo Van Praet,--,0,--,--,--,0,SI,SI,SI
0,Realicó,Alta Italia,0,0,--,--,0,0,SI,SI,0
LA PAMPA,Realicó,Damián Maisonave (Est Simson),0,--,--,SI,0,--,SI,0,--
0,General Alvear,Bowen,0,0,SI,--,SI,0,SI,SI,SI
MENDOZA,General Alvear,0,--,--,--,0,SI,--,SI,SI,0
MENDOZA,0,General Alvear,SI,SI,0,SI,SI,SI,0,SI,--
0,General Alvear,Los Compartos,0,0,--,--,0,0,--,0,--
MENDOZA,Godoy Cruz,Gobernador Benegas,0,--,--,SI,0,SI,--,0,--
MENDOZA,0,0,SI,SI,0,0,SI,SI,0,SI,0
MENDOZA,0,LAS TORTUGAS,--,--,0,SI,SI,SI,0,--,0
0,Godoy Cruz,Presidente Sarmiento,0,0,--,--,0,0,--,0,--
0,Godoy Cruz,SAN FRANCISCO DEL MONTE,--,0,--,SI,SI,0,--,0,--
0,Godoy Cruz,Villa Hipodromo,--,0,--,SI,SI,0,--,--,0
MENDOZA,Godoy Cruz,Villa Marini,0,--,--,--,0,SI,--,--,--
SALTA,0,0,--,--,0,--,--,--,0,0,--
MENDOZA,Malargüe,0,--,SI,--,0,SI,SI,SI,0,SI
MENDOZA,Rivadavia,Andrade,0,--,--,--,0,--,--,SI,--
0,Rivadavia,Barrio Cooperativa Los Campamentos,0,0,--,--,0,0,--,SI,0
0,Rivadavia,Barrio Rivadavia,--,0,--,--,--,0,--,0,--
MENDOZA,Rivadavia,Cuadro Ortega,0,--,--,--,0,0,--,0,--
MENDOZA,0,El Mirador,--,--,0,SI,--,--,0,SI,--
MENDOZA,0,0,--,--,--,0,SI,SI,--,SI,0
MENDOZA,Rivadavia,0,--,--,--,0,--,--,--,0,--
MENDOZA,0,0,--,--,0,0,--,--,0,0,--
MENDOZA,Rivadavia,La Libertad,0,--,--,--,0,--,--,SI,0
0,Rivadavia,Los Árboles,0,0,--,--,0,0,--,SI,0
MENDOZA,0,Los Campamentos,--,--,0,0,SI,--,0,SI,--
MENDOZA,Rivadavia,0,--,--,SI,0,SI,SI,SI,0,--
0,Rivadavia,Mundo Nuevo,0,0,--,--,0,SI,--,SI,--
0,Rivadavia,Reducción de Abajo,--,0,--,--,--,0,SI,SI,0
MENDOZA,Rivadavia,0,SI,--,SI,0,SI,SI,SI,SI,SI
MENDOZA,0,Santa María de Oro,--,--,0,--,--,--,0,0,--
MISIONES,0,0,--,--,0,0,SI,--,0,--,0
MISIONES,General Manuel Belgrano,0,--,--,--,0,--,--,--,--,--
0,General Manuel Belgrano,Dos Hermanas,0,0,--,--,0,0,--,0,--
MISIONES,General Manuel Belgrano,Integración,0,--,--,--,0,--,SI,--,--
MISIONES,General Manuel Belgrano,0,--,--,--,0,SI,--,--,--,0
MISIONES,0,Puerto Andresito,--,--,0,--,--,--,0,--,0
MISIONES,General Manuel Belgrano,0,--,--,--,0,--,--,--,0,--
MISIONES,0,0,--,--,0,0,SI,SI,0,--,--
MISIONES,Guaraní,El Soberbio,0,--,--,--,0,--,SI,SI,0
0,Guaraní,Fracrán,0,0,--,--,0,0,--,SI,--
0,Guaraní,San Vicente,--,0,--,SI,SI,0,SI,SI,--
MISIONES,Iguazú,Esperanza,0,0,--,SI,0,SI,SI,0,--
MISIONES,0,Libertad,SI,--,0,--,SI,SI,0,--,--
MISIONES,Iguazú,0,SI,SI,--,0,SI,SI,0,--,0
0,Iguazú,Villa Cooperativa,0,0,--,--,0,0,--,0,--
0,Lácar,San Martín de los Andes,SI,0,--,SI,SI,0,SI,0,SI
NEUQUEN,0,0,SI,--,0,0,SI,--,0,SI,0
NEUQUEN,Loncopué,0,--,--,--,0,--,--,--,SI,0
0,Loncopué,Loncopué,0,0,SI,--,0,0,SI,0,SI
NEUQUEN,Los Lagos,Villa La Angostura,0,--,SI,SI,0,SI,SI,0,SI
NEUQUEN,Los Lagos,Villa Traful,0,--,--,--,0,0,SI,--,0
0,Minas,Andacollo,SI,0,SI,SI,--,0,SI,SI,0
NEUQUEN,Minas,0,--,--,0,0,--,--,SI,SI,SI
NEUQUEN,0,Las Ovejas,--,--,0,--,--,--,0,0,--
0,Minas,Los Miches,--,0,--,--,--,0,--,--,0
0,Minas,Manzano Amargo,0,0,--,--,0,0,--,SI,--
NEUQUEN,Minas,Varvarco,0,--,--,--,0,--,--,0,--
0,Minas,Villa del Nahueve,0,0,--,--,0,0,--,0,--
RIO NEGRO,Bariloche,0,SI,SI,SI,0,SI,SI,SI,SI,0
RIO NEGRO,0,0,--,--,0,0,SI,SI,0,--,--
RIO NEGRO,0,Villa Catedral,SI,--,0,--,SI,SI,0,--,--
RIO NEGRO,Bariloche,0,SI,--,0,0,SI,SI,SI,0,--
0,Bariloche,Villa Los Coihues,--,0,--,--,SI,0,--,--,0
RIO NEGRO,Bariloche,Villa Mascardi,0,--,--,SI,0,0,--,--,0
RIO NEGRO,0,0,--,--,0,0,--,--,0,0,--
RIO NEGRO,0,Barrio Planta Compresora de Gas,--,--,0,--,--,--,0,--,--
0,Conesa,General Conesa,0,0,--,SI,0,0,SI,SI,0
RIO NEGRO,El Cuy,Aguada Guzmán,0,--,--,--,0,--,--,--,SI
RIO NEGRO,0,0,--,--,0,0,SI,SI,0,0,--
RIO NEGRO,El Cuy,0,SI,--,SI,0,--,--,SI,--,SI
RIO NEGRO,El Cuy,0,--,--,--,0,SI,--,0,SI,SI
RIO NEGRO,0,Mencué,--,--,0,--,--,--,0,--,0
0,Anta,El Quebrachal,0,0,--,SI,0,SI,SI,--,SI
0,Anta,Gaona,--,0,--,SI,SI,0,SI,0,SI
SALTA,0,General Pizarro,--,--,0,SI,SI,--,0,SI,0
SALTA,0,0,SI,SI,0,0,SI,SI,0,--,0
SALTA,Anta,0,--,SI,--,0,SI,SI,SI,0,SI
SALTA,0,Luis Burela,--,--,0,--,--,--,0,SI,--
SALTA,Anta,Macapillo,0,--,--,--,0,--,--,--,0
0,Anta,Nuestra Señora de Talavera,--,0,--,--,0,0,--,--,--
0,Anta,Piquete Cabado,--,0,--,--,--,0,--,SI,SI
0,Anta,Río del Valle,0,0,--,--,0,0,--,0,SI
SALTA,0,Tolloche,--,--,0,SI,--,--,0,--,SI
SALTA,0,0,--,--,0,0,SI,SI,0,SI,0
0,Cachi,Payogasta,0,--,--,--,0,--,SI,0,--
0,Cafayate,Cafayate,SI,0,--,SI,SI,0,SI,0,SI
SAN JUAN,0,Rawson,SI,--,0,0,SI,SI,0,SI,0
SAN JUAN,Rawson,0,--,--,--,0,--,--,--,SI,0
0,Rawson,Villa Krause,--,0,--,--,SI,0,--,0,--
SAN JUAN,Rivadavia,Rivadavia,0,--,SI,SI,0,SI,SI,SI,SI
0,San Martín,Barrio Sadop,0,0,--,--,0,0,--,SI,--
0,San Martín,Dos Acequias (Est Los Angacos),--,0,--,--,--,0,--,SI,0
SAN JUAN,0,0,SI,--,0,0,SI,SI,0,0,--
SAN JUAN,0,Villa Dominguito (Est Puntilla Blanca),--,--,0,--,--,--,0,0,--
0,San Martín,Villa Don Bosco (Est Angaco Sud),--,0,--,SI,SI,0,SI,SI,0
SAN JUAN,San Martín,Villa El Salvador,0,--,--,--,0,--,--,SI,--
0,San Martín,Villa San Martín,--,0,--,--,SI,0,--,0,SI
SAN JUAN,Santa Lucía,Alto De Sierra,0,--,--,--,0,SI,--,0,--
SAN JUAN,0,0,--,--,0,--,SI,SI,0,--,0
SAN JUAN,Santa Lucía,0,SI,--,SI,0,SI,SI,SI,SI,0
SAN JUAN,0,0,--,--,0,0,SI,--,0,0,SI
SAN LUIS,0,Unión,--,--,0,--,SI,--,0,SI,--
0,Junín,Bajo De Veliz,0,0,--,--,0,0,--,--,0
0,Junín,Balde De Escudero,--,0,--,--,--,0,--,--,0
SAN LUIS,0,Carpinteria,SI,SI,0,--,SI,SI,0,SI,--
SAN LUIS,Junín,0,--,--,0,0,--,--,--,0,--
SAN LUIS,Junín,Cerro de Oro,0,SI,--,SI,0,--,SI,SI,--
0,Junín,El Duraznito,0,0,--,--,--,0,--,--,0
SAN LUIS,Junín,0,--,--,--,0,--,--,--,--,--
SAN LUIS,0,La Lomita,--,--,0,--,--,--,0,0,--
SAN LUIS,0,Lafinur,--,--,0,--,--,--,0,SI,0
SAN LUIS,0,0,--,--,0,0,--,--,0,--,--
0,Junín,Los Cajones,--,0,--,--,--,0,SI,0,--
0,Junín,Los Lobos,0,0,--,--,0,0,--,--,--
SAN LUIS,Junín,0,--,--,--,0,--,--,0,SI,0
SAN LUIS,0,Merlo,SI,SI,0,SI,SI,SI,0,SI,0
SAN LUIS,0,0,--,--,0,0,--,--,0,--,--
SAN LUIS,Junín,0,--,--,--,0,--,--,--,0,--
0,Junín,Santa Rosa del Conlara,0,0,--,--,0,0,SI,SI,--
SANTA FE,Caseros,Gödeken,0,SI,--,SI,0,--,SI,--,0
0,Caseros,Los Molinos,0,0,--,--,0,SI,SI,0,--
0,Caseros,Los Nogales,--,0,--,--,--,0,SI,--,--
SANTA FE,Caseros,0,--,--,--,0,SI,SI,0,SI,0
SANTA FE,0,San José de la Esquina,SI,SI,0,--,SI,SI,0,SI,--
0,Caseros,Sanford,SI,0,--,SI,SI,0,SI,0,--
0,Caseros,Villada,0,0,--,--,0,0,SI,0,--
SANTA FE,Castellanos,0,SI,--,--,0,SI,--,SI,SI,0
SANTA FE,0,0,SI,--,0,0,SI,SI,0,SI,0
SANTA FE,Castellanos,Ataliva,0,SI,--,SI,0,SI,SI,SI,--
0,Castellanos,Aurelia,0,0,--,--,0,0,SI,0,--
0,Castellanos,Barrios Acapulco y Veracruz,--,0,--,--,SI,0,--,--,0
SANTA FE,General López,Santa Isabel,0,--,--,SI,0,0,SI,--,0
SANTA FE,0,Teodelina,--,SI,0,--,SI,SI,0,0,--
SANTA FE,0,0,SI,SI,0,0,SI,SI,SI,0,SI
0,General López,Villa Cañás,0,0,--,SI,0,0,SI,SI,--
0,General López,Wheelwright,--,0,--,SI,SI,0,SI,SI,0
SANTA FE,General Obligado,Arroyo Ceibal,0,--,--,--,0,0,SI,0,--
0,General Obligado,Avellaneda (Est Ewald),SI,0,--,SI,SI,0,SI,0,--
SANTA FE,General Obligado,0,--,--,0,0,SI,--,SI,SI,0
SANTA FE,0,El Araza,--,--,0,--,SI,--,0,SI,0
SANTA FE,0,0,--,SI,0,0,SI,--,0,0,SI
SANTA FE,Las Colonias,0,SI,--,--,0,SI,SI,SI,0,--
0,Rosario,Acebal,0,0,--,SI,0,0,SI,SI,--
SANTA FE,Rosario,Albarellos,0,--,--,--,0,--,SI,SI,0
SANTA FE,Rosario,0,SI,SI,--,0,SI,SI,SI,0,--
SANTA FE,0,0,SI,SI,0,SI,SI,--,0,SI,--
0,Rosario,Arbilla,SI,0,--,--,--,0,--,--,0
SANTA FE,Rosario,Arminda,0,0,--,--,0,--,SI,--,--
SANTA FE,0,Arroyo Seco,SI,SI,0,SI,SI,SI,0,0,--
SANTA FE,Rosario,0,--,--,--,0,SI,--,0,SI,--
SANTA FE,Rosario,0,SI,--,--,0,SI,--,SI,--,--
SANTA FE,0,0,--,SI,0,0,SI,SI,0,--,0
SANTA FE,Rosario,Cuatro Esquinas,0,--,--,SI,0,--,--,--,--
0,Rosario,El Caramelo,0,0,--,SI,0,0,SI,0,--
SANTA FE,0,Pedro Gómez Cello,--,--,0,--,SI,--,0,SI,0
SANTA FE,San Justo,0,--,--,--,0,--,--,SI,SI,0
SANTA FE,San Justo,0,--,--,--,0,--,--,--,SI,--
SANTA FE,0,0,SI,SI,0,0,SI,SI,0,0,--
SANTA FE,San Justo,San Martín Norte,0,--,--,--,0,--,SI,SI,--
0,San Justo,Silva (Est Abipones),0,0,--,--,0,0,--,SI,0
0,San Justo,Vera y Pintado (Est Guaraníes),SI,0,--,SI,SI,0,SI,0,--
SANTA FE,San Justo,Videla,0,--,--,SI,0,0,SI,SI,--
SANTA FE,0,Aldao,--,SI,0,--,SI,--,0,--,0
SANTA FE,0,0,SI,SI,0,0,SI,SI,SI,--,--
0,San Lorenzo,Carcarañá,0,0,--,--,0,0,SI,0,--
0,Copo,Los Tigres,--,0,--,--,SI,0,--,0,--
SANTIAGO DEL ESTERO,0,0,--,--,0,0,SI,--,0,--,0
SANTIAGO DEL ESTERO,Copo,0,--,--,--,0,--,--,--,SI,0
0,Copo,Pampa de los Guanacos,0,0,--,SI,0,0,SI,0,SI
SANTIAGO DEL ESTERO,Copo,San José del Boquerón,0,--,--,--,0,--,--,0,--
0,Copo,Urutaú,0,0,--,--,0,--,--,SI,0
0,Figueroa,Bandera Bajada,--,0,--,SI,SI,0,SI,SI,0
SANTIAGO DEL ESTERO,Figueroa,0,--,--,--,0,--,--,0,0,--
SANTIAGO DEL ESTERO,0,Colonia San Juan,--,--,0,--,--,--,0,--,--
0,Figueroa,El Crucero,--,0,--,--,--,0,--,--,--
0,Figueroa,Kilómetro 30,0,0,--,--,0,0,--,--,0
SANTIAGO DEL ESTERO,Figueroa,La Cañada,0,--,--,SI,0,--,--,SI,SI
0,Figueroa,La Invernada,0,0,--,SI,--,0,--,0,--
SANTIAGO DEL ESTERO,Figueroa,0,--,--,--,0,--,--,--,--,0
SANTIAGO DEL ESTERO,0,Vaca Huañuna,--,--,0,--,--,--,0,SI,0
SANTIAGO DEL ESTERO,0,Villa Figueroa,--,--,0,SI,--,--,0,0,--
TUCUMAN,0,0,--,--,0,0,SI,--,0,0,SI
0,Burruyacú,Villa Padre Monti,--,0,--,--,--,0,SI,--,0
0,Capital,San Miguel de Tucumán (Est Tucumán),0,0,SI,SI,0,0,SI,SI,0
TUCUMAN,Chicligasta,0,--,--,--,0,SI,SI,0,--,--
TUCUMAN,0,Alto Verde,--,--,0,--,SI,--,0,0,--
0,Chicligasta,Arcadia,SI,0,--,--,--,0,SI,--,--
TUCUMAN,Chicligasta,Concepción,0,SI,--,SI,0,SI,SI,SI,0
TUCUMAN,0,0,--,--,0,--,SI,--,0,--,--
TUCUMAN,Chicligasta,0,SI,--,--,0,SI,SI,SI,0,--
TUCUMAN,0,0,--,--,0,0,--,--,0,--,0
TUCUMAN,0,San Roque,--,--,0,--,--,--,0,--,--
0,Cruz Alta,Alderetes,0,0,--,SI,0,0,SI,0,--
0,Cruz Alta,Banda del Río Salí,--,0,--,SI,SI,0,SI,SI,--
TUCUMAN,0,Barrio Aeropuerto,--,--,0,--,SI,SI,0,--,--
TUCUMAN,Cruz Alta,0,--,--,0,0,SI,SI,SI,--,0
TUCUMAN,0,Colonia Mayo - Barrio La Milagrosa,--,--,0,0,--,--,0,0,--
TUCUMAN,Cruz Alta,0,--,--,--,0,--,--,SI,SI,--
0,Cruz Alta,El Bracho,--,0,--,--,SI,0,SI,SI,0
TUCUMAN,Cruz Alta,El Corte,0,--,--,--,0,--,--,--,--
0,Cruz Alta,El Paraiso,0,0,--,--,0,0,--,--,--
0,Cruz Alta,Ex Ingenio Esperanza,--,0,--,--,SI,0,--,0,--
TUCUMAN,0,0,--,--,0,0,--,--,0,--,--
TUCUMAN,0,Ex Ingenio Lujan,--,--,0,--,--,--,0,--,0
0,Cruz Alta,Ingenio La Florida,--,0,--,--,SI,0,--,0,--
TUCUMAN,Cruz Alta,La Florida,0,--,--,--,0,SI,SI,0,SI
TUCUMAN,Cruz Alta,0,--,--,--,0,SI,SI,--,--,0
TUCUMAN,0,Lastenia,--,--,0,--,SI,SI,0,--,0
TUCUMAN,Cruz Alta,Lastenia,0,--,--,--,0,SI,--,0,--
0,Cruz Alta,Los Gutierrez,--,0,--,--,0,0,--,0,--
0,Cruz Alta,Los Ralos,--,0,--,--,--,0,SI,SI,0
0,Cruz Alta,Pacará,0,0,--,--,0,0,--,SI,0
TUCUMAN,0,Ranchillos,--,--,0,--,SI,SI,0,SI,--
TUCUMAN,0,0,SI,--,0,0,SI,--,0,0,--
0,Cruz Alta,Villa Recaste,0,--,--,--,0,SI,--,--,0
0,Cruz Alta,Villa Tercera,--,0,--,--,--,0,--,--,--
0,Famaillá,Barrio Casa Rosada,0,0,--,--,0,0,--,0,--
TUCUMAN,Famaillá,Campo de Herrera,0,--,--,--,0,--,--,--,--
TUCUMAN,0,0,--,--,0,0,SI,SI,0,--,0
TUCUMAN,Famaillá,0,SI,--,--,0,SI,SI,SI,SI,0
TUCUMAN,Famaillá,0,--,--,--,0,--,--,0,0,--
TUCUMAN,0,Graneros,--,--,0,--,SI,SI,0,0,SI
0,Graneros,Lamadrid,0,0,--,SI,0,SI,SI,SI,0
0,Graneros,Taco Ralo,--,0,--,--,SI,0,SI,SI,0
TUCUMAN,0,Juan Bautista Alberdi,SI,--,0,--,SI,SI,0,0,SI
TUCUMAN,0,0,--,--,0,0,--,--,0,--,--
TUCUMAN,La Cocha,La Cocha,0,--,--,--,0,SI,SI,SI,0
0,La Cocha,San José de La Cocha,0,0,--,--,0,0,--,SI,SI
TUCUMAN,Leales,0,SI,--,--,0,SI,SI,SI,0,--
TUCUMAN,0,0,--,--,0,0,SI,SI,0,--,--
TUCUMAN,0,Los Puestos,--,--,0,--,SI,SI,0,--,--
TUCUMAN,Leales,0,SI,--,0,0,--,--,SI,--,0
0,Leales,Pala Pala,--,0,--,--,SI,0,SI,SI,SI
TUCUMAN,Leales,Río Colorado,0,--,--,--,0,0,--,0,--
TUCUMAN,0,0,--,--,0,0,SI,SI,0,SI,0
TUCUMAN,0,Villa de Leales,--,--,0,--,SI,--,0,SI,--
TUCUMAN,0,0,--,--,--,0,SI,SI,SI,SI,--
TUCUMAN,0,Barrio Araujo,--,--,0,--,SI,SI,0,0,--
TUCUMAN,Lules,Barrio San Felipe,0,--,--,--,0,SI,--,--,--
0,Lules,El Manantial,--,0,--,SI,SI,0,SI,SI,0
0,Lules,Ingenio San Pablo,0,0,--,SI,0,0,SI,0,--
TUCUMAN,Lules,La Reducción,0,--,--,--,0,SI,SI,--,--
TUCUMAN,0,0,SI,--,0,0,SI,--,0,--,0
TUCUMAN,Río Chico,0,--,--,--,0,--,--,--,--,--
TUCUMAN,Simoca,Atahona,0,--,--,--,0,SI,--,0,--
0,Simoca,Monteagudo,--,0,--,--,SI,0,--,0,--
TUCUMAN,0,Nueva Trinidad,--,--,0,--,--,--,0,SI,0
TUCUMAN,Simoca,0,--,--,--,0,--,--,--,--,0
0,Simoca,Simoca,--,0,--,--,SI,0,SI,SI,--
0,Simoca,Villa Chicligasta,0,--,--,--,0,--,--,0,--
TUCUMAN,Tafí del Valle,Amaicha del Valle,0,--,--,SI,0,SI,SI,SI,0
0,Tafí del Valle,Colalao del Valle,0,0,--,--,0,0,SI,SI,--
TUCUMAN,Tafí del Valle,0,--,--,--,0,SI,--,SI,0,SI
TUCUMAN,0,0,SI,--,0,0,SI,SI,0,0,SI
0,Tafí Viejo,Barrio El Cruce,--,0,--,--,0,0,--,--,--
TUCUMAN,Tafí Viejo,Barrio Lomas de Tafí,0,--,--,--,0,--,SI,--,0
0,Tafí Viejo,Barrio Mutual San Martín,0,0,--,--,0,SI,SI,0,--
0,Tafí Viejo,Barrio Parada 14,--,0,--,--,SI,0,--,0,--
TUCUMAN,Tafí Viejo,0,--,--,--,0,SI,SI,--,--,0
TUCUMAN,0,Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia (6),--,--,0,SI,SI,--,0,--,0
TUCUMAN,0,0,SI,SI,0,0,SI,SI,0,0,--
TUCUMAN,Monteros,0,SI,--,--,0,SI,SI,SI,0,--
0,Monteros,Capitán Cáceres,0,0,--,--,0,0,--,SI,0
TUCUMAN,Monteros,Monteros,0,--,--,SI,0,SI,SI,SI,--
TUCUMAN,Monteros,0,SI,--,--,0,SI,SI,SI,--,--
TUCUMAN,0,Río Seco,SI,--,0,SI,SI,SI,0,0,--
0,Monteros,Santa Lucía,SI,0,--,--,SI,0,SI,SI,--
TUCUMAN,Monteros,Sargento Moya,0,--,--,--,0,0,--,SI,0
TUCUMAN,0,Soldado Maldonado,--,--,0,--,--,--,0,--,--
TUCUMAN,0,0,--,--,--,0,--,--,--,0,--
TUCUMAN,Monteros,0,SI,--,--,0,SI,SI,SI,SI,0
TUCUMAN,0,0,SI,--,0,0,SI,SI,0,SI,--
TUCUMAN,Río Chico,Ingenio Santa Barbara,0,--,--,--,0,SI,--,0,--
0,Río Chico,Los Sarmientos,0,0,--,--,0,0,SI,--,--
