Provincia,Partido,,Poblacion,ADSL,CABLEMODEM,,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,,Latitud,Longitud
SALTA,,Lumbreras,297,--,,--,SI,--,,,--,--,,,"-64,9306861458005"
SALTA,Grl. José de San Martín,,513,--,--,,--,--,--,--,--,SI,,"-23,215724803759","-63,8426467906727"
SALTA,Grl. José de San Martín,Piquirenda,,--,--,--,,--,--,--,--,,66056190,"-22,3335490812005","-63,7596847135861"
,Grl. José de San Martín,Profesor Salvador Mazza,,,--,--,,,--,SI,,SI,66056200,"-22,0542634419099",
SALTA,,Recaredo,108,--,,--,--,--,,--,--,--,,"-22,4497652091167","-63,8856192155364"
SALTA,,,63196,SI,,,SI,SI,,,SI,SI,66056220,,"-63,7970472996098"
,Grl. José de San Martín,Tobantirenda,849,,--,--,SI,,--,--,,,66056230,"-22,13833247169",
,Grl. José de San Martín,Tranquitas,,,--,--,,,--,--,,--,66056240,"-22,4076174158757",
SALTA,Grl. José de San Martín,Yacuy,,--,--,--,,--,--,,--,SI,66056250,,"-63,7654304903786"
,Guachipas,Guachipas,2073,,--,--,SI,,SI,,--,SI,,,"-65,5187644501144"
SALTA,Iruya,,1523,--,--,,SI,--,SI,--,,--,66070010,"-22,7789158765788",
SALTA,,,1295,--,,,--,--,,--,,,66070020,"-22,8864200252899","-64,6573757192202"
,Iruya,Pueblo Viejo,,,--,--,,,--,--,--,--,,"-22,8263430234688","-65,2018356755618"
SALTA,La Caldera,La Caldera,,--,--,--,,SI,SI,,SI,SI,,,"-65,3823377302988"
,La Caldera,Vaqueros,4575,,--,--,SI,,SI,SI,,SI,66077020,"-24,6945211920197",
,La Candelaria,El Jardín,,,--,--,,,--,SI,,,66084010,"-26,0938834199791",
SALTA,,Metán Viejo,377,--,,--,SI,SI,,,--,SI,66112050,,"-64,9849385087879"
SALTA,,,518,--,,,--,--,,,--,--,,,"-64,4061042227154"
SALTA,Metán,,1420,SI,--,,SI,SI,--,SI,,,66112070,"-25,3211818761179",
SALTA,,San José de Metán,28295,SI,,,SI,SI,,SI,,SI,66112040,"-25,5077205377148",
SALTA,Metán,San José de Orquera,,--,--,--,,--,--,--,--,--,,"-25,2783094165373","-64,0850561648465"
,Molinos,La Puerta,386,,--,--,--,,--,,--,--,66119010,,"-66,4508396566503"
SALTA,,,1183,SI,,,SI,--,,SI,,,66119020,"-25,4442432937572",
SALTA,Molinos,,560,--,--,,SI,SI,SI,SI,--,,66119030,"-25,3305099574445","-66,2484466228606"
,Orán,Aguas Blancas,,,--,--,,,SI,,--,SI,,,"-64,346319220401"
,Orán,Colonia Santa Rosa,15562,,SI,--,--,,SI,SI,SI,SI,,"-23,3885957203176","-64,4234333229489"
SALTA,,,1143,--,,,SI,--,,SI,,SI,66126030,"-23,2500270361093",
SALTA,,Hipólito Yrigoyen,10196,SI,,--,SI,SI,,SI,SI,,66126040,"-23,2382702479068","-64,2718125360107"
SALTA,,La Misión,0,--,,--,--,--,,--,--,--,,"-23,3154629033465","-64,4077092056574"
SALTA,Orán,,22439,SI,SI,,SI,SI,--,,SI,SI,66126060,,"-64,219751841333"
,General López,Maggiolo,,,--,--,,,SI,SI,SI,,82042170,"-33,7244236308417","-62,2478391856324"
SANTA FE,General López,María Teresa,,SI,SI,--,,--,SI,SI,,,82042180,"-34,0062849828557",
SANTA FE,General López,,2139,--,--,,--,--,SI,,SI,SI,82042190,,"-61,4576887408087"
SANTA FE,,,373,--,,,--,--,,,--,--,,"-33,5299502620402","-61,4662068731284"
SANTA FE,,Murphy,3630,--,,--,SI,--,,SI,,,82042210,"-33,6428623685969",
SANTA FE,General López,,18727,SI,SI,,SI,--,,SI,SI,,82042220,"-34,2636098414032","-62,7117038844931"
,General López,San Eduardo,928,,--,--,SI,,--,,--,SI,82042230,,"-62,0917158307714"
SANTA FE,General López,San Francisco de Santa Fe,,,--,--,,SI,--,SI,--,SI,,"-33,5905400040189","-62,1244693933144"
SANTA FE,General López,San Gregorio,,SI,--,--,,--,SI,SI,SI,,82042250,"-34,3265186547551","-62,0379529693876"
,General López,Sancti Spiritu,,,--,--,,,SI,SI,,SI,82042260,"-34,0095285599362",
SAN JUAN,Sarmiento,,438,--,--,,SI,--,SI,--,--,--,,"-32,0763381339971","-68,690762577729"
SAN JUAN,,,607,--,,,--,--,,,--,--,,,"-68,4696588673219"
,Sarmiento,Divisadero,,,--,--,--,,SI,SI,,SI,70105040,"-32,0104984358581",
SAN JUAN,Sarmiento,Guanacache,,--,--,--,,--,SI,SI,--,,70105050,"-32,0753813271385","-68,5856950572685"
SAN JUAN,Sarmiento,,298,--,,,--,SI,--,,SI,SI,70105060,,"-68,3778990229646"
SAN JUAN,,Los Berros,3783,--,,--,SI,--,,SI,SI,SI,,"-31,9514576383242","-68,6510941298035"
SAN JUAN,Sarmiento,Pedernal,,--,--,--,,,SI,--,,SI,70105080,"-31,9950077029707",
,Sarmiento,Punta del Médano,576,,--,--,--,,SI,SI,,,70105090,"-31,8946043291143",
,Sarmiento,Villa Media Agua,,,--,--,,,SI,,SI,SI,,,"-68,4270029177237"
SAN JUAN,Ullum,Villa Ibáñez,,--,--,SI,,--,SI,,SI,SI,70112010,,"-68,7353338028121"
SAN JUAN,,,740,--,,,--,--,,SI,,,70119010,"-30,9538850864023",
SAN JUAN,Valle Fértil,,93,--,--,,--,--,--,SI,,--,70119020,"-30,3207151787316",
SAN JUAN,Valle Fértil,Chucuma,,--,--,--,,--,--,,SI,--,,,"-67,2788289085567"
,Valle Fértil,Los Baldecitos,53,,--,--,--,,--,SI,SI,SI,,"-30,2241888429483","-67,7014210305429"
SAN JUAN,Valle Fértil,Usno,,--,--,--,,--,--,--,,,70119050,"-30,5640053498102",
,Valle Fértil,Villa San Agustín,,,--,--,,,SI,SI,,SI,70119060,"-30,6367084796207",
SAN JUAN,Zonda,,4539,--,--,,--,--,SI,SI,SI,SI,,,"-68,7407758815646"
SAN LUIS,,,0,--,,,--,--,,,--,--,74007070,,"-66,1023162055029"
SAN LUIS,,Balde Del Carmen,0,--,,--,--,--,,--,,--,74007010,"-32,27812976",
SAN LUIS,,,0,--,,,--,--,--,--,--,,74007070,"-32,1071837607464","-65,9591283364498"
,Ayacucho,Baldecito De La Pampa,0,,--,--,--,,--,,--,--,74007010,,"-66,20247477"
SAN LUIS,Ayacucho,Candelaria,,--,--,--,,--,SI,,--,SI,,,"-65,8276913716033"
SAN LUIS,,,0,--,,,--,--,,--,--,,74007010,"-32,55476157","-66,09236842"
SAN LUIS,,El Calden,0,--,,--,--,--,,--,,--,74007070,"-31,9013529041554",
,Ayacucho,El Injerto,,,--,--,,,--,--,--,--,,"-32,22815945","-65,69191327"
SAN LUIS,Ayacucho,El Rincon,,--,--,--,,--,--,,--,--,74007010,,"-66,20161387"
SAN LUIS,,,0,--,,,--,--,,--,--,,74007010,"-32,4018573","-66,02362281"
SAN LUIS,Ayacucho,,0,--,--,,--,--,--,--,,,74007070,"-32,28351144",
SAN LUIS,Ayacucho,,0,--,--,,--,--,,,--,--,,,"-65,83553852"
SAN LUIS,,La Avenencia,0,--,,--,--,--,,--,--,--,,"-32,24501781","-66,41237917"
,Ayacucho,La Botija,,,--,--,,--,--,--,,,74007010,"-32,23779512",
,Ayacucho,La Brea,0,,--,--,--,,--,--,--,,74007070,"-32,218073280756","-65,8748842663651"
SAN LUIS,,La Majada,0,--,,--,--,--,,,--,--,,,"-66,0429032510053"
SAN LUIS,,,0,--,,,--,--,,,--,--,74007070,,"-65,6840749663906"
SAN LUIS,,La Salvadora,0,--,,--,--,--,,--,,--,74007010,"-32,28620178",
SAN LUIS,Ayacucho,,0,--,--,,--,--,,--,--,,74007010,"-32,63547762","-66,14025792"
,Ayacucho,Las Chimbas,0,,--,--,--,,--,,--,--,74007050,,"-66,5511142613289"
,Ayacucho,Las Lagunitas,,,--,--,,--,--,,--,--,,,"-66,24032971"
SAN LUIS,Ayacucho,Leandro N. Alem,,--,--,--,,--,SI,--,,,74007030,"-32,1047821044922",
,Ayacucho,Lomas Blancas,,,--,--,,,SI,--,,--,74007010,"-32,3338629051211",
SAN LUIS,Ayacucho,,0,--,--,,--,--,--,,--,--,,"-31,8916077583343","-65,731320177862"
SAN LUIS,,,2016,--,,,--,--,,,--,--,74007040,,"-65,9425439975458"
,Ayacucho,Pampa Grande,,,--,--,,,--,--,,,74007010,"-32,3724224723278",
SAN LUIS,Ayacucho,Pozo Del Molle,,--,--,--,,--,--,--,--,,74007010,"-32,53991654","-66,1496998"
SAN LUIS,Ayacucho,,7459,--,,,--,SI,SI,,--,SI,,,"-65,8056329969317"
SAN LUIS,,Río Juan Gómez,0,--,,--,--,--,,--,--,--,,"-32,603889","-66,086944"
SAN LUIS,Ayacucho,Rodeo De Cadenas,,--,--,--,,,--,--,,,74007010,"-32,7015629614775",
,Belgrano,Villa de la Quebrada,523,,--,--,SI,,SI,--,--,,74014030,"-33,0161741932684","-66,2920464806382"
,Belgrano,Villa General Roca,,,--,--,,,SI,--,--,--,,"-32,6661925630759","-66,4524010178082"
SAN LUIS,Chacabuco,Balcarce,,--,--,--,,--,--,,--,--,74028030,,"-65,0315307446834"
SAN LUIS,,,0,--,,,--,--,,--,--,,74028020,"-33,01855146","-65,13148933"
SAN LUIS,Chacabuco,,5119,--,--,,--,SI,SI,--,,,74028010,"-32,5607275180287",
SAN LUIS,Chacabuco,Cortaderas,,--,--,--,,--,SI,,SI,SI,74028020,,"-64,9869655159434"
,Chacabuco,El Algarrobal,0,,--,--,SI,,--,--,--,--,,"-32,7114393924943","-65,4671947070394"
,Chacabuco,El Churrasco,0,,--,--,--,,--,--,,,74028080,"-32,60479851",
,Chacabuco,El Recuerdo,,,--,--,,,--,--,--,,74028030,"-32,7089534025051","-65,0012860131932"
SAN LUIS,,El Sauce,0,--,,--,--,--,,,--,--,74028080,,"-65,23578125"
SAN LUIS,,,0,--,,,--,--,,--,--,--,,"-32,5851934079751","-65,2377611303891"
SAN LUIS,Chacabuco,,0,--,--,,--,--,--,--,--,,74028020,"-32,93460754","-65,15713108"
SAN LUIS,,La Celestina,0,--,,,--,--,,--,,,74028020,"-32,84352609",
SAN LUIS,Chacabuco,Las Rosas,,--,--,--,,--,--,--,--,--,,"-32,602006","-65,05370603"
,Chacabuco,Naschel,3543,,--,--,--,,SI,,--,SI,,,"-65,3755476812695"
SAN LUIS,,,433,--,,,--,--,,--,,--,74028040,"-32,6786405437002",
SAN LUIS,Chacabuco,,0,--,--,,--,--,--,--,,,74028030,"-32,5788404639064",
,Chacabuco,Punta De La Loma,,,--,--,,,--,,--,--,74028030,,"-65,0788264408136"
,Chacabuco,Renca,178,,--,--,--,,SI,,--,--,,"-32,7717680736652","-65,3637605007649"
SAN LUIS,,,0,--,,,--,--,,--,,--,74028020,"-32,80964342",
SAN LUIS,,San Miguel,0,--,,--,--,--,,--,,,74028020,"-32,8898231742815",
SAN LUIS,,San Pablo,192,--,,--,--,--,,,--,--,,,"-65,3080920411456"
SAN LUIS,Chacabuco,,0,--,--,,--,--,--,,--,--,74028030,,"-65,12347967"
,Chacabuco,Tilisarao,6256,,--,--,,,SI,--,SI,,74028070,"-32,7329281106581","-65,2915274383295"
SAN LUIS,Chacabuco,Villa del Carmen,,--,--,--,,--,SI,SI,,SI,74028080,"-32,9411267835778",
SAN LUIS,Ayacucho,,3732,--,--,,--,--,SI,,--,SI,,,"-66,1273702635842"
SAN LUIS,,,0,--,,,--,--,,--,--,--,,"-32,0866257032099","-66,0888231134367"
SAN LUIS,,,0,--,,,--,SI,,--,--,,74007070,"-32,14116477","-65,81342262"
SAN LUIS,,San Roque,0,--,,--,--,--,,--,,--,74007050,"-32,15448797",
,Ayacucho,Santa Ana,,,--,--,,,--,,--,--,,,"-66,0460393687647"
,Ayacucho,Santa Rosa De Catantal,0,,--,--,--,,--,,--,--,74007010,,"-66,91334013"
,Ayacucho,Santa Teresa,,,--,--,--,,--,--,,--,74007070,"-32,20206139",
SAN LUIS,Ayacucho,Santo Domingo,,--,--,--,,--,--,--,,,74007070,"-31,8973633310749",
SAN LUIS,,Talita,0,--,,--,--,--,,,--,--,74007010,,"-66,7266327912252"
SAN LUIS,Belgrano,,0,--,--,,--,--,--,,--,--,,,"-66,48595015"
SAN LUIS,Belgrano,Bella Estancia,,--,--,--,,--,--,--,--,,74014030,"-32,8188624645794","-66,6427145357585"
,Belgrano,Buen Orden,,,--,--,,,--,--,,,74014030,"-32,59798771",
SAN LUIS,,El Barrial,0,--,,--,--,--,,--,--,--,,"-32,8288468409196","-66,3734349744985"
SAN LUIS,,,0,--,,,--,--,,,--,--,,,"-66,36174359"
,Belgrano,El Recodo,0,,--,--,--,,--,--,--,,74014010,"-32,9827253369368","-66,4680980568412"
,Belgrano,Estancia De Amieva,,,--,--,,,--,--,,--,74014010,"-32,6952146",
SAN LUIS,Belgrano,Hualtaran,,--,--,--,,--,--,,--,--,74014030,,"-66,96050979"
,Belgrano,La Calera,598,,--,--,SI,,SI,SI,--,--,,"-32,8619918957825","-66,8506529764617"
SAN LUIS,Belgrano,,0,--,--,,--,--,--,--,,,74014030,"-32,9957785714348",
SAN LUIS,,,0,--,,--,--,--,,--,--,,74014010,"-33,10962076","-66,28134706"
,Belgrano,Los Ramblones,,,--,--,,,--,--,--,--,,"-32,5115721012844","-66,4266138930999"
SAN LUIS,Belgrano,Naranjo Esquino,,--,--,--,,--,--,,--,--,74014040,,"-66,85216648"
SAN LUIS,Belgrano,Nogolí,,--,--,--,,--,SI,SI,--,,74014020,"-32,9173752831041","-66,3257602058349"
,Belgrano,Pozo Cavado,0,,--,--,--,,--,--,,,74014010,"-32,55034841",
SAN LUIS,,,0,--,,,--,--,--,--,--,--,,"-32,60300671","-66,29297728"
SAN LUIS,,Represa Del Carmen,0,--,,--,--,--,,,--,--,74014040,,"-66,9794665073681"
SAN LUIS,,,0,--,,,--,--,,--,,--,74014030,"-32,64699837",
SAN LUIS,Belgrano,,0,--,--,,--,--,SI,--,--,,74014040,"-32,9709634117604","-66,6970240054288"
,Belgrano,Santa Rosa Del Gigante,,,--,--,,,--,,--,--,,,"-66,8140366443439"
SAN LUIS,Belgrano,Suyuque Nuevo,,--,--,--,,--,--,--,--,--,,"-33,1293440341281","-66,2867981527892"
SAN LUIS,Belgrano,,0,--,--,,--,--,--,--,,,74014010,"-32,729764247677","-66,3363734621401"
SAN LUIS,,,957,--,,,--,--,,SI,,SI,74028090,"-32,6175433008771",
,Coronel Pringles,Balde De La Isla,0,,--,--,--,,--,,--,--,,,"-65,9668439489068"
,Coronel Pringles,Carolina,,--,--,--,,--,SI,,--,--,74021010,,"-66,0932327577628"
SAN LUIS,,Cerros Largos,0,--,,--,--,--,,--,,,74021030,"-32,78265068",
SAN LUIS,Coronel Pringles,,0,--,--,,--,--,,--,,--,74021030,"-32,92912318",
SAN LUIS,Coronel Pringles,,0,--,--,,--,--,--,,--,--,74021030,,"-66,0130171058256"
SAN LUIS,,,0,--,,,--,--,,,--,--,,,"-65,8658654920024"
SAN LUIS,Coronel Pringles,El Durazno,,--,--,--,,--,SI,--,,--,74021060,"-33,1933000679405",
,Coronel Pringles,El Trapiche,,,--,--,,,SI,SI,SI,,74021020,"-33,1082715280981","-66,063371211902"
SAN LUIS,,Eleodoro Lobos,0,--,,--,--,--,,--,SI,SI,,"-33,39105095","-66,01520981"
SAN LUIS,Coronel Pringles,,53,--,--,,--,--,--,,--,--,,,"-66,1527985566353"
SAN LUIS,,,1127,--,,,SI,--,,SI,,SI,74021030,"-33,502087069887",
SAN LUIS,Coronel Pringles,,0,--,--,,--,--,--,--,,,74021030,"-32,8258700904104",
,Coronel Pringles,La Bajada,,,--,--,,,SI,,--,--,74021040,,"-66,0131877714641"
SAN LUIS,Coronel Pringles,La Florida,,--,--,--,,--,SI,--,--,--,,"-33,1167587248711","-66,0020090018267"
SAN LUIS,Coronel Pringles,La Petra,,,--,--,,--,--,--,--,,74021010,"-33,2506814309201",
,Coronel Pringles,La Toma,7374,,--,--,--,,SI,--,,SI,74021060,"-33,0544376204479",
SAN LUIS,Coronel Pringles,,0,--,--,,--,--,,,SI,SI,,,"-65,7245723822157"
SAN LUIS,,Las Barranquitas,0,--,,--,--,--,,,SI,--,74021030,,"-66,06146551"
,Coronel Pringles,Las Pircas,0,,--,--,--,,--,--,,,74021030,"-33,0768050699044",
,Coronel Pringles,Loma Alta,,,--,--,,,--,--,--,,74021030,"-32,9616958338113","-65,9538726828963"
SAN LUIS,Coronel Pringles,,0,--,--,,--,--,--,,--,--,,,"-65,8792040325979"
SAN LUIS,,,0,--,,,--,--,,--,--,--,,"-33,0601810256268","-65,9849396635213"
SAN LUIS,Coronel Pringles,Paso Del Rey,,--,--,--,,--,--,--,,,74021030,"-32,944943420996",
,Coronel Pringles,Río Grande,,,--,--,,,SI,--,--,,74021080,"-33,0485046022503","-66,0717543089664"
,Coronel Pringles,Riocito,83,,--,--,--,,--,--,--,--,,"-33,0964304439761","-65,990838382791"
SAN LUIS,Coronel Pringles,Saladillo,,--,--,--,,,SI,,SI,SI,,,"-65,8531363375249"
SAN LUIS,,Valle De Pancanta,0,--,,--,--,--,,--,--,,74021030,"-32,89747705","-66,11113332"
SAN LUIS,General Pedernera,,0,--,,,--,--,--,--,,--,74035055,"-33,7239942428561",
,General Pedernera,Caldenadas,,,--,--,,,--,,--,--,74035040,,"-65,72200942"
,General Pedernera,Colonia Don Antonio,0,,--,--,--,,--,,--,--,,,"-65,2023655210938"
,General Pedernera,Coronel Alzogaray,,,--,--,,,--,--,,,74035055,"-33,4478977099803",
SAN LUIS,General Pedernera,Country Club Los Caldenes,,--,--,--,,--,--,--,--,,74035055,"-33,7036125779234","-65,3290340917624"
SAN LUIS,,,0,--,,,--,--,,,SI,SI,,,"-65,5357268932931"
SAN LUIS,General Pedernera,,201,--,--,,--,--,SI,SI,--,SI,,"-33,6132806299836","-65,2717502963014"
SAN LUIS,,,272,--,,,--,--,SI,SI,--,,74035020,"-33,2811132563767","-65,6145766804084"
SAN LUIS,,Justo Daract,10135,SI,,SI,--,--,,SI,,SI,74035030,"-33,8585834476817",
SAN LUIS,General Pedernera,La Angelina,,--,--,--,,,SI,--,--,--,,"-34,36107586","-65,32806491"
,General Pedernera,La Esquina,0,,--,--,--,,--,,SI,SI,,,"-65,3746164457243"
SAN LUIS,,La Punilla,192,--,,--,--,--,,SI,,--,74035040,"-33,1429537099622",
SAN LUIS,,,0,--,,,--,--,,--,SI,,74035055,"-33,6918122338202","-65,5007310600543"
SAN LUIS,General Pedernera,Las Isletas,,--,--,--,,--,--,,--,--,74035055,,"-65,55150692"
,General Pedernera,Lavaisse,,,--,--,,,SI,--,--,--,,"-33,8221476840744","-65,4237934358157"
SAN LUIS,General Pedernera,,0,--,--,,--,--,--,--,,SI,74035055,"-33,58674752",
SAN LUIS,,,57,--,,,--,--,,--,,,74035055,"-34,6086190002894",
SAN LUIS,,Rio Quinto,0,--,,--,--,--,,,--,--,,,"-65,2765475153146"
SAN LUIS,General Pedernera,,91,--,--,,--,--,,,--,--,74035060,,"-65,4927334484497"
,San Lorenzo,Coronel Arnold,857,,--,--,SI,,--,SI,,,82119040,"-33,1066175391399","-60,9665015588484"
,San Lorenzo,Fray Luis Beltrán,,,SI,--,,--,--,SI,,SI,82119050,"-32,7855581880336",
SANTA FE,,,2791,SI,,,SI,--,,,SI,SI,,,"-61,0750536976089"
SANTA FE,,Luis Palacios (Est. La Salada),836,--,,--,--,--,,SI,--,SI,,"-32,784870422621","-60,9076379614075"
SANTA FE,,Puerto General San Martín,13243,--,,--,SI,SI,,--,,SI,82119080,"-32,7190025958741",
SANTA FE,San Lorenzo,,3370,SI,--,,--,--,SI,SI,,,82119090,"-33,0195733543103","-61,0438316490822"
,San Lorenzo,Ricardone,2570,,SI,--,,,SI,,SI,SI,82119100,,"-60,786927658223"
SANTA FE,San Lorenzo,Roldán,,SI,SI,--,,--,SI,,SI,SI,,,"-60,9108827950649"
,San Lorenzo,San Jerónimo Sud,,,SI,--,,,--,SI,,,82119120,"-32,8787353332163",
,Aguirre,Casares,122,,--,--,--,,--,--,,--,86007020,"-28,9529050173788",
SANTA FE,,,5982,SI,,,--,SI,,SI,SI,SI,,"-28,0427359947317","-59,2187469070082"
SANTA FE,,Guadalupe Norte,654,SI,,--,--,--,,,--,SI,82049070,,"-59,5634151929235"
,General Obligado,Ingeniero Chanourdie,319,,--,--,--,,SI,SI,,,82049080,"-28,759813885955",
,General Obligado,La Isleta,,--,--,--,,SI,--,--,--,,82049090,"-28,493935731005","-59,2950745667521"
SANTA FE,General Obligado,,483,--,--,,--,--,SI,,--,SI,,,"-59,8484991818248"
SANTA FE,,Lanteri,907,--,,,--,--,,SI,SI,SI,,"-28,8429706211446","-59,6379287718138"
SANTA FE,General Obligado,Las Garzas,,SI,--,--,,--,--,SI,,SI,82049120,"-28,8490101824631",
,General Obligado,Las Toscas,10838,,SI,--,SI,,SI,SI,SI,,82049130,"-28,3540749299597","-59,2595521000375"
,General Obligado,Los Laureles,364,,--,--,--,,--,SI,--,SI,,"-29,3701211027814","-59,7378677770758"
,General Obligado,Malabrigo,,,SI,--,,,SI,,SI,SI,,,"-59,9705883109423"
SANTA FE,,Paraje San Manuel,164,--,,--,--,SI,,SI,--,,82049160,"-28,8716623885107","-59,86560439575"
SANTA FE,,,1144,--,,,--,--,,SI,,,82049170,"-29,2349873699001",
SAN LUIS,Junín,Talita,,--,--,--,,SI,SI,,--,--,74049080,,"-65,5838734087874"
,La Capital,Alto Pelado,119,,--,--,--,,SI,,--,--,,,"-66,1375993056552"
SAN LUIS,La Capital,Alto Pencoso,,--,--,--,,--,SI,--,--,,74056020,"-33,4306363842929","-66,9279669116981"
,La Capital,Balde,589,,--,--,SI,,SI,--,,,74056030,"-33,3432695635018",
SAN LUIS,La Capital,,957,--,--,,--,--,SI,--,--,--,,"-33,757734110106","-66,6459600305752"
SAN LUIS,,,0,--,,--,--,SI,,,--,--,74056070,,"-66,4074181299698"
SAN LUIS,,Cazador,100,--,,--,--,--,,--,,--,74056050,"-33,8576584773376",
SAN LUIS,,,0,--,,,--,--,,--,--,,74056070,"-33,2550955344668","-66,2286548309473"
,La Capital,Charlone,0,,--,--,--,,--,,--,--,,,"-66,3197491639323"
,La Capital,Chosmes,,,--,--,,,SI,--,SI,SI,,"-33,3959968949714","-66,7463973832244"
SAN LUIS,La Capital,,0,--,,,--,--,--,--,--,,74056070,"-33,266266753132","-66,2171495179704"
SAN LUIS,,Daniel Donovan,0,--,,--,--,--,,--,,--,74056070,"-33,3420464320009",
,La Capital,Desaguadero,,,--,--,SI,,SI,--,--,--,,"-33,4004585255775","-67,148082207766"
SAN LUIS,La Capital,El Charabon,,--,--,--,,--,--,,--,--,74056070,,"-66,16051798"
SAN LUIS,,El Chorrillo,0,--,,--,--,--,,--,,,74056070,"-33,2889484546354",
SAN LUIS,La Capital,,1775,--,SI,,--,--,SI,SI,,--,74056080,"-33,2512966067626",
SAN LUIS,,,0,--,,,--,--,,,--,--,74056070,,"-66,17707132"
SAN LUIS,,Jarilla,46,--,,--,--,--,,,--,--,,,"-67,0274295478727"
,La Capital,Juan W. Gez,,,--,--,,,--,--,,--,74056070,"-33,3909752127021",
,La Capital,Juana Koslay,12467,,--,SI,SI,,SI,SI,,,74056100,"-33,2889484546354",
SAN LUIS,,La Punta,13182,--,,--,SI,--,,--,SI,SI,,"-33,1816571259341","-66,313607690249"
SAN LUIS,La Capital,,0,--,--,,--,SI,,,--,--,,,"-66,2841166130187"
SAN LUIS,La Capital,,0,--,--,,--,--,--,--,,,74056070,"-33,2608224121538",
SALTA,,,76070,SI,,,SI,SI,,SI,,SI,66126070,"-23,1298138873917",
SALTA,Orán,Urundel,,--,--,--,,SI,SI,,SI,SI,,,"-64,3965188048038"
,Rivadavia,Alto de la Sierra,,,--,--,,,SI,,--,--,66133010,,"-62,4527756437584"
,Rivadavia,Capitán Juan Pagé,213,,--,--,--,,SI,--,,--,66133020,"-23,7084876711103",
,Rivadavia,Coronel Juan Solá,,,--,--,,SI,SI,SI,,,66133030,"-23,4836432078231",
SALTA,,Hito 1,62,--,,--,--,--,,,--,--,66133035,,"-62,8237382800005"
SALTA,Rivadavia,,2353,--,--,,--,SI,--,--,--,SI,,"-23,9462046990241","-63,1119727442095"
,Rivadavia,Los Blancos,,,--,--,,,SI,--,--,,66133050,"-23,630147809494","-62,5972373009179"
,Rivadavia,Pluma de Pato,529,,--,--,--,,SI,--,,,66133060,"-23,3808426324425",
SALTA,,,2155,--,,,SI,--,,--,--,SI,,"-24,1928479299753","-62,8855846188739"
SALTA,Rivadavia,,587,--,--,,--,--,--,,--,--,,,"-62,8383245890232"
,Rivadavia,Santa Rosa,,,--,--,,,--,--,--,,66133090,"-24,0763765853123","-63,1236773681358"
SALTA,Rivadavia,Santa Victoria Este,,SI,--,--,,SI,SI,SI,,SI,66133100,"-22,2772903307188",
SALTA,Rosario de la Frontera,Antilla,,--,--,--,,,--,,--,SI,66140010,,"-64,6079955159401"
,Rosario de la Frontera,Copo Quile,487,,--,--,SI,,--,--,--,SI,,"-26,0280256948964","-64,6831914609089"
SALTA,,,161,--,,,SI,SI,--,--,,,66140030,"-25,7376092528727",
RIO NEGRO,,Naupa Huen,170,--,,--,SI,--,,--,--,,62035060,"-39,8282845926545","-69,5089726874799"
,El Cuy,Paso Córdova,48,,--,--,--,,--,,--,--,,"-39,1153330396607","-67,6264974744394"
,El Cuy,Valle Azul,,,--,--,,,SI,,--,--,62035080,,"-66,7285641693515"
,General Roca,Allen,22859,,--,SI,SI,,SI,SI,,,62042010,"-38,9795106570689",
RIO NEGRO,General Roca,Bajo San Cayetano,,--,--,--,,,SI,--,SI,,62042020,"-38,7513229744846","-68,0085536061591"
RIO NEGRO,,Barda del Medio,1651,--,,SI,--,SI,,,SI,SI,,,"-68,1580560913419"
RIO NEGRO,General Roca,,61,--,,,--,--,--,--,--,--,,"-39,0309641335839","-67,7863228650653"
RIO NEGRO,General Roca,,52,--,--,,--,--,--,--,--,,62042050,"-39,0230092190232","-67,8005036132985"
RIO NEGRO,,,23,--,,,--,--,,--,,,62042060,"-39,0430891464152",
RIO NEGRO,General Roca,Barrio Canale,,--,--,--,,--,--,--,--,--,,"-39,0682963331395","-67,6389236900117"
,General Roca,Barrio Chacra Monte,,,--,--,,,SI,,SI,SI,62042080,,"-67,6345853523327"
RIO NEGRO,,,267,--,,--,--,--,,--,,--,62042090,"-39,0418587269806",
RIO NEGRO,General Roca,,310,--,--,,--,--,--,--,,,62042100,"-38,9435967131876",
RIO NEGRO,General Roca,Barrio Costa Oeste,,,--,--,,--,--,,SI,SI,62042110,,"-67,8406950461568"
,General Roca,Barrio Destacamento,40,,--,--,--,,--,,--,--,,,"-67,8695487107459"
RIO NEGRO,General Roca,,263,--,--,,--,--,,--,,--,62042120,"-38,6719231721601",
RIO NEGRO,,Barrio El Maruchito,51,--,,--,--,--,,--,--,,62042130,"-38,9965483470472","-67,7600066651023"
RIO NEGRO,,,84,--,,,--,--,,--,--,--,,,"-67,5120162799717"
RIO NEGRO,General Roca,,0,--,--,,--,--,--,,SI,SI,62042297,,"-67,971068167392"
,General Roca,Barrio Emergente,,,--,--,,,--,--,,,62042143,"-39,001652251504",
RIO NEGRO,General Roca,Barrio Fátima,,--,--,--,,--,SI,--,,--,62042147,"-39,05317",
RIO NEGRO,General Roca,,69,--,--,,--,--,SI,,--,--,,,"-67,7129100460388"
RIO NEGRO,,Barrio Goretti,0,--,,--,--,--,,--,--,--,,"-38,9655980210737","-67,9509550220406"
RIO NEGRO,,,147,--,,,--,SI,,SI,,,62049040,"-41,3591519247092",
