,Año,Trimestre,Provincia,Mbps (Media de bajada),Unnamed: 4,Unnamed: 5
676,2015,3,Chubut,3,0,0
677,2015,3,Córdoba,5,0,0
678,2015,3,Corrientes,5,0,0
679,2015,3,Entre Ríos,5,0,0
680,2015,3,Formosa,4,0,0
681,2015,3,Jujuy,4,0,0
682,2015,3,La Pampa,3,0,0
683,2015,3,La Rioja,4,0,0
684,2015,3,Mendoza,4,0,0
685,2015,3,Misiones,6,0,0
686,2015,3,Neuquén,4,0,0
687,2015,3,Río Negro,4,0,0
688,2015,3,Salta,4,0,0
689,2015,3,San Juan,3,0,0
690,2015,3,San Luis,4,0,0
691,2015,3,Santa Cruz,3,0,0
692,2015,3,Santa Fe,5,0,0
693,2015,3,Santiago Del Estero,4,0,0
694,2015,3,Tierra Del Fuego,3,0,0
695,2015,3,Tucumán,5,0,0
696,2015,2,Buenos Aires,4,0,0
697,2015,2,Capital Federal,5,0,0
698,2015,2,Catamarca,4,0,0
699,2015,2,Chaco,5,0,0
700,2015,2,Chubut,3,0,0
701,2015,2,Córdoba,5,0,0
702,2015,2,Corrientes,5,0,0
703,2015,2,Entre Ríos,5,0,0
704,2015,2,Formosa,4,0,0
705,2015,2,Jujuy,3,0,0
706,2015,2,La Pampa,3,0,0
707,2015,2,La Rioja,4,0,0
