Codigo;Persona
6207001;3959
6207002;3469
6207701;10888
6207702;7403
6207703;1776
6207704;7576
6207705;238
6207706;1403
6208401;3867
6208402;1010
6208499;2224
6209101;4806
6209102;2494
6209103;6261
6209104;2182
6600701;4235
6600702;9054
6600703;11292
6600704;18998
6600705;2047
6600706;11785
6601401;1847
6601402;5468
6602101;14786
6602102;64
6602801;19317
6602802;6063
6602803;187
6602804;30985
6602805;21663
6602806;22164
6602807;22431
6602808;13793
6602809;17341
6602810;11349
6602811;9771
6602812;15014
6602813;8233
6602814;17631
6602815;32466
6602816;27372
6602817;18095
6602818;19600
6602819;19187
6602820;24009
6602821;26779
6602822;17321
6602823;29654
6602824;17694
6602825;16760
6602826;32647
6602827;19411
6602828;19176
6603501;24882
6603502;10907
6604201;9123
6604202;11587
6604901;6677
6604902;9268
6604903;7924
6604904;23357
6605601;20670
6605602;14788
6605603;7677
6605604;7441
6605605;2599
6605606;27357
6605607;18479
6605608;13412
6605609;29657
6605610;14830
6606301;2639
6606302;548
6607001;1250
6607002;2250
6607003;265
6607004;469
6607005;1753
6607701;4994
6607702;2308
6607703;461
6608401;4570
6608402;1134
6609101;650
6609102;1088
6609801;4685
6609802;2750
6610501;236
6610502;5814
6611201;4218
6611202;8765
6611203;13355
6611204;14013
6611901;3142
6611902;2510
6612601;4580
6612602;19878
6612603;3175
6612604;17219
6612605;11436
6612606;24595
6612607;27380
6612608;30575
6613301;11188
6613302;10323
6613303;8846
6614001;10316
6614002;531
6614003;2288
6614004;15858
6614701;785
6614702;602
6614703;12393
6614704;8359
6614705;16563
6615401;2214
6615402;4802
6616101;5323
6616102;2182
6616103;2839
7000701;4797
7000702;8698
7000703;7723
7000704;2497
7000705;173
7001401;7231
7001402;825
7001403;69
7002101;338
7002102;2691
7002103;1365
7002104;3824
7002105;88
7002106;34
7002107;248
7002801;9648
7002802;9709
7002803;16716
7002804;10749
7002805;11181
7002806;16315
7002807;14846
7002808;8254
7002809;11705
7003501;16205
7003502;3820
7003503;2284
7003504;2440
7003505;1179
7003506;398
7003507;12017
7004201;14697
7004202;23502
7004203;4060
7004204;25015
7004205;19984
7004901;466
7004902;4996
7004903;1387
7004904;2250
7005601;7077
7005602;11227
7005603;1529
7005604;84
7005605;28
7005606;290
7005607;1495
7006301;4521
7006302;4786
7007001;17583
7007002;8140
7007003;4290
7007004;152
7007005;22997
7007701;6268
7007702;16310
7007703;14426
7007704;13956
7007705;12155
7007706;2769
7007707;2175
7007708;18584
7007709;14297
7007710;13428
7008401;306
7008402;18169
7008403;23907
7008404;16513
7008405;8396
7008406;15350
7009101;11052
7009102;63
7009801;20141
7009802;8788
7009803;9393
7009804;9765
7010501;6561
7010502;4951
7010503;10619
7011201;4848
7011202;38
7011901;807
7011902;5180
7011903;1235
7012601;7958
7012602;7692
7012603;1296
7012604;173
7013301;4815
7013302;48
7400701;369
7400702;524
7400703;3202
7400704;10143
7400705;4849
7401401;242
7401402;194
7401403;460
7401404;2074
7401405;1015
7402101;2706
7402102;893
7402103;7717
7402104;1841
7402801;5816
7402802;2862
7402803;5384
7402804;6682
7403501;382
7403502;247
7403503;487
7403504;1100
7403505;142
7403506;657
7403507;13407
7403508;18608
7403509;14108
7403510;17525
7403511;11170
7403512;15275
7403513;9734
7403514;10500
7403515;1059
7403516;10135
7403517;827
7403518;536
7404201;366
7404202;4120
7404203;3292
7404204;2764
7404205;82
7404206;1155
7404901;1319
7404902;6484
7404903;4046
7404904;17084
7405601;1166
7405602;4196
7405603;13182
7405604;3910
7405605;12467
7405606;15500
7405607;28794
7405608;13682
7405609;13378
7405610;17205
7405611;15866
7405612;21301
7405613;8241
7405614;16351
7405615;16215
7405616;646
7405617;1267
7405618;327
7405619;325
7406301;935
7406302;774
7406303;1338
7406304;731
7406305;929
7800701;35
7800702;59
7800703;34
7800704;129
7800705;6405
7800706;4431
7801401;12326
7801402;29998
7801403;3764
7801404;787
7801405;5840
7801406;35
7801407;52
7801408;5715
7801409;17450
7801410;879
7801411;22196
7801412;8588
7802101;322
7802102;89
7802103;104
7802104;2251
7802105;66
7802106;175
7802107;1578
7802108;8814
7802109;5920
7802110;12404
7802111;17289
7802112;20633
7802113;28552
7802114;15070
7802801;1734
7802802;11
7802803;13
7802804;346
7802805;10253
7802806;25
7802807;6482
7803501;41
7803502;453
7803503;150
7803504;3410
7803505;79
7803506;4617
7804201;73
7804202;1835
7804203;7294
7804901;428
7804902;48
7804903;167
7804904;18
7804905;4497
8200701;2083
8200702;15650
8200703;13987
8200704;13068
8201401;19159
8201402;13627
8201403;9064
8201404;14303
8201405;13505
8201406;12367
8201490;75
8202101;17861
8202102;21304
8202103;14485
8202104;26980
8202105;16130
8202106;23585
8202107;18437
8202108;13474
8202109;12776
8202110;13060
8202801;15604
8202802;11030
8202803;22776
8202804;15700
8202805;21640
8202892;160
8203501;10172
8203502;10718
8204201;12791
8204202;15324
8204203;14422
8204204;19757
8204205;8821
8204206;18727
8204207;20197
8204208;8804
8204209;27009
8204210;19112
8204211;12586
8204212;13433
8204291;41
8204901;29613
8204902;3382
8204903;23261
8204904;7160
8204905;26807
8204906;15991
8204907;24299
8204908;5519
8204909;10372
8204910;30006
8205601;11839
8205602;14316
8205603;11315
8205604;13065
8205605;16140
8206301;23709
8206302;22707
8206303;24016
8206304;16131
8206305;20776
8206306;17245
8206307;12188
8206308;10430
8206309;8926
8206310;14279
8206311;25998
8206312;15031
8206313;17414
8206314;9500
8206315;10514
8206316;10144
8206317;11359
8206318;8106
8206319;13282
8206320;7663
8206321;11075
8206322;6687
8206323;9852
8206324;9298
8206325;9322
8206326;21675
8206327;18462
8206328;26247
8206329;16263
8206330;13284
8206331;20881
8206332;20524
8206333;10901
8206334;24230
8206335;6974
8207001;7350
8207002;14184
8207003;20228
8207004;21854
8207005;18788
8207006;8438
8207007;14104
8207701;4816
8207702;6517
8207703;16950
8207704;1549
8208401;4335
8208402;17514
8208403;15399
8208404;18153
8208405;19172
8208406;25772
8208407;26339
8208408;10430
8208409;9468
8208410;33090
8208411;17506
8208412;23001
8208413;15284
8208414;8659
8208415;6556
8208416;8797
8208417;11432
8208418;10924
8208419;12196
8208420;8137
8208421;8458
8208422;7758
8208423;13267
8208424;9943
8208425;8627
8208426;12031
8208427;11126
8208428;13039
8208429;15642
8208430;15344
8208431;17019
8208432;17441
8208433;24415
8208434;16977
8208435;19445
8208436;15027
8208437;11394
8208438;11643
8208439;12838
8208440;10796
8208441;10932
8208442;11936
8208443;10773
8208444;14111
8208445;20564
8208446;16465
8208447;16958
8208448;28042
8208449;20474
8208450;14011
8208451;13092
8208452;18951
8208453;21634
8208454;14382
8208455;25688
8208456;135
8208457;10553
8208458;5137
8208459;27439
8208460;3212
8208461;18532
8208462;24837
8208463;18442
8208464;4451
8208465;7195
8208466;4112
8208467;1342
8208468;1816
8208469;6175
8208470;531
8208471;310
8208472;5377
8208473;889
8208474;1091
8208475;927
8208476;324
8208477;21710
8208478;5028
8208479;2267
8208480;15772
8208481;14983
8208482;23715
8208483;13065
8208484;21238
8208485;18815
8208486;15505
8208487;14526
8208488;19819
8208489;18958
8208490;12961
8208495;9
8209101;7668
8209102;5264
8209103;20482
8209104;5251
8209105;15291
8209106;14922
8209801;9398
8209802;4161
8209803;8712
8209804;8688
8210501;14683
8210502;17677
8210503;16462
8210504;19061
8210505;12957
8211201;4412
8211202;10302
8211203;5481
8211204;20709
8211901;22168
8211902;9044
8211903;14636
8211904;26682
8211905;17079
8211906;10416
8211907;16432
8211908;18132
8211909;11353
8211910;11206
8211993;67
8211994;29
8211996;6
8211997;5
8212601;8667
8212602;10752
8212603;16439
8212604;10369
8212605;17615
8213301;669
8213302;6948
8213303;4078
8213304;18981
8213305;5450
8213306;15368
8600701;6006
8600702;1342
8600703;262
8601401;2039
8601402;1160
8601403;243
8601404;342
8601405;3355
8601406;952
8601407;7387
8601408;447
8601409;1327
8602101;1575
8602102;8593
8602103;755
8602801;1428
8602802;3552
8602803;3715
8602804;8885
8602805;3183
8603501;619
8603502;1112
8603503;421
8603504;1147
8603505;1294
8603506;2074
8603507;4560
8603508;11259
8603509;1179
8603510;4170
8603511;13904
8603512;21143
8603513;24736
8603514;20624
8603515;19708
8603516;14329
8604201;381
8604202;7790
8604203;1072
8604901;1737
8604902;3553
8604903;14052
8604904;1216
8604905;29659
8604906;630
8604908;17273
8604909;14972
8604910;23936
8604911;18209
8604912;18757
8604913;11893
8604914;14382
8604915;17317
8604916;19608
8604917;22505
8604918;19344
8604919;18082
8605601;4808
8605602;2804
8605603;14100
8605604;3275
8605605;6417
8606301;2692
8606302;2400
8606303;1539
8606304;950
8606305;437
8606306;13498
8606307;0
8606308;13151
8607001;2649
8607002;4010
8607003;767
8607004;4993
8607005;2979
8607006;2422
8607701;3629
8607702;7501
8607703;2022
8607704;2768
8607705;11737
8607706;10448
8608401;732
8608402;706
8608403;2262
8608404;3902
8609101;5798
8609102;709
8609103;329
8609104;7516
8609801;8523
8609802;2123
8609803;2244
8609804;2198
8609805;2299
8609806;418
8609807;246
8610501;2661
8610502;14970
8610503;2405
8611201;890
8611202;809
8611203;191
8611901;7600
8611902;865
8611903;1495
8611904;18403
8611905;3767
8612601;147
8612602;1692
8612603;11016
8612604;1153
8613301;1119
8613302;3848
8613303;1762
8613304;8194
8613305;2028
8613306;797
8613307;1469
8613308;1297
8614001;2148
8614002;7016
8614003;1404
8614701;3723
8614702;2556
8614703;4556
8614704;4040
8614705;2995
8614706;1753
8614707;3078
8614708;16689
8614709;15477
8615401;3577
8615402;901
8615403;537
8616101;12428
8616102;4560
8616103;18555
8616104;8872
8616801;2438
8616802;6136
8616803;2643
8617501;2206
8617502;2459
8617503;5166
8618201;569
8618202;3464
8618203;574
8618901;2983
8618902;1765
8618903;2964
9000701;925
9000702;1644
9000703;926
9000704;6924
9000705;2976
9000706;5642
9000707;7483
9000708;4415
9000709;2213
9000710;3803
9001401;45223
9001402;8617
9001403;1609
9001404;2185
9001405;2006
9001406;10052
9001407;11570
9001408;2153
9001409;3564
9001410;1683
9001411;5397
9001412;28973
9001413;19066
9001414;9196
9001415;8414
9001416;20791
9002101;6212
9002102;6624
9002103;2195
9002104;7911
9002105;5751
9002106;22828
9002107;29214
9002801;16812
9002802;5493
9002803;12237
9003501;5817
9003502;4580
9003503;3154
9004201;15388
9004202;10986
9004203;3459
9004204;404
9004901;1479
9004902;4033
9004903;1215
9004904;1828
9004905;8491
9004906;747
9004907;1209
9005601;1308
9005602;907
9005603;14222
9005604;3029
9005605;2775
9005606;2568
9005607;3303
9005608;2221
9005609;3105
9005610;2326
9005611;3215
9005612;6320
9005613;3210
9005614;6440
9006301;17793
9006302;12227
9006303;7246
9006304;13561
9006305;17647
9007001;931
9007002;6328
9007003;4040
9007004;8906
9007005;1128
9007006;5992
9007007;595
9007008;5493
9007009;1806
9007010;704
9007011;853
9007012;1396
9007013;4276
9007014;21193
9007701;26114
9007702;9335
9007703;1019
9007704;13733
9007705;704
9007706;5942
9008401;28318
9008402;23391
9008403;17139
9008404;19364
9008405;10875
9008406;13098
9008407;13537
9008408;23088
9008409;11043
9008410;27937
9008411;13261
9008412;17416
9008413;11071
9008414;13620
9008415;11655
9008416;23084
9008417;12275
9008418;10720
9008419;12457
9008420;10751
9008421;19224
9008422;30018
9008423;13562
9008424;23328
9008425;23965
9008426;18626
9008427;19228
9008428;29676
9008429;22082
9008430;25057
9009101;8351
9009102;4961
9009103;4122
9009104;2072
9009105;1674
9009106;1607
9009107;2116
9009108;2594
9009109;955
9009110;1029
9009111;709
9009112;686
9009801;1867
9009802;114
9009803;3170
9009804;9782
9010501;405
9010502;3161
9010503;591
9010504;1191
9010505;5425
9010506;25865
9010507;16746
9010508;21253
9010509;18408
9010510;28593
9011201;4396
9011202;8269
9011203;3141
9011204;1565
9011901;282
9011902;16793
9011903;17087
9011904;23534
9011905;17380
9400701;197
9400702;55
9400703;72
9400704;58
9400705;3021
9400706;77
9400707;43
9400708;44
9400710;13805
9400711;11528
9400712;12375
9400713;12860
9400714;15907
9401401;292
9401402;24
9401403;47
9401404;12384
9401405;8560
9401406;12137
9401407;12747
9401408;10765
9402101;17
9402801;190
