Codigo;Persona
682605;329
682606;138
682607;4315
682608;241
682609;152
682610;237
682611;256
682612;66
682613;321
682614;89
682615;201
682616;5158
682617;175
682618;530
682619;7462
683301;12878
683302;10083
683303;57
683304;164
683305;60
683306;67
683307;270
683308;160
683309;133
683310;12325
683311;608
683312;76
683313;549
683314;1197
683315;664
683316;138
683317;2463
683318;2256
683319;12962
684701;8327
684702;373
685401;13302
685402;10296
685403;407
685404;1033
685405;302
685406;571
685407;187
685408;618
685409;144
685410;6727
685411;237
685412;312
685413;241
685414;1465
686801;7055
686802;5383
686803;5605
686804;878
686805;4911
686806;1009
686807;3249
686808;3640
687501;25
687502;154
687503;145
687504;380
687505;148
687506;5656
687507;93
687508;1898
687509;304
687510;61
687511;30
687512;344
687513;196
687514;254
687515;5962
687516;14873
687517;428
687518;63
688201;11399
688202;12092
688203;7332
688204;1632
688205;8986
688206;144
688207;1507
688208;14671
688209;18552
688210;12621
688211;702
688212;436
688213;521
688214;617
688215;107
688216;10201
688217;12479
688218;270
1000701;1019
1000702;1321
1000703;587
1000704;1536
1001401;635
1001402;485
1001403;203
1001404;169
1001405;350
1001406;239
1001407;300
1001408;316
1001409;220
1002101;12994
1002102;1116
1002103;239
1002104;407
1002105;91
1002106;76
1002107;164
1002108;270
1002109;316
1002110;2459
1002801;284
1002802;1037
1002803;115
1003501;13524
1003502;3009
1003503;2182
1003504;614
1003505;3624
1003506;4890
1004201;4853
1004202;3815
1004203;5357
1004204;775
1004205;387
1004206;898
1004901;19175
1004902;18585
1004903;22751
1004904;21234
1004905;17425
1004906;17087
1004907;13495
1004908;15627
1004909;14324
1005601;547
1005602;992
1005603;445
1005604;330
1005605;920
1005606;199
1005607;137
1006301;1260
1006302;10636
1007001;12101
1007002;3122
1007003;5553
1007004;1862
1007701;2054
1007702;566
1007703;224
1007704;349
1007705;333
1007706;659
1008401;3568
1008402;1636
1008403;4237
1008404;1335
1009101;12666
1009102;707
1009103;1739
1009104;2016
1009105;4584
1009106;492
1009107;344
1009801;1396
1009802;2760
1009803;854
1009804;7024
1010501;11588
1010502;965
1010503;4736
1010504;678
1010505;289
1010506;697
1010507;3258
1010508;149
1011201;423
1011202;314
1011203;668
1011204;11668
1011205;14169
1400701;3851
1400702;8932
1400703;4252
1400704;2984
1400705;12395
1400706;6376
1400707;2396
1400708;12231
1400709;1313
1401401;12740
1401402;14193
1401403;15428
1401404;14661
1401405;19467
1401406;8560
1401407;14084
1401408;12818
1401409;17012
1401410;16958
1401411;10766
1401412;10963
1401413;11092
1401414;9671
1401415;21976
1401416;22784
1401417;26634
1401418;22531
1401419;23801
1401420;15004
1401421;5799
1401422;16959
1401423;13642
1401424;11213
1401425;13973
1401426;12522
1401427;10802
1401428;19246
1401429;19906
1401430;17068
1401431;20315
1401432;13697
1401433;18515
1401434;13963
1401435;16503
1401436;11230
1401437;16931
1401438;13404
1401439;9005
1401440;8854
1401441;13095
1401442;15536
1401443;13543
1401444;11293
1401445;13902
1401446;15545
1401447;7997
1401448;9775
1401449;11154
1401450;10707
1401451;20334
1401452;15562
1401453;11942
1401454;7280
1401455;6380
1401456;6466
1401457;6059
1401458;5840
1401459;6245
1401460;13214
1401461;17231
1401462;12496
1401463;9883
1401464;8950
1401465;10534
1401466;5811
1401467;5167
1401468;5673
1401469;6958
1401470;5735
1401471;6480
1401472;7195
1401473;9117
1401474;17165
1401475;25024
1401476;19814
1401477;21133
1401478;13343
1401479;16766
1401480;6439
1401481;6952
1401482;6499
1401483;12489
1401484;9051
1401485;16592
1401486;13559
1401487;12748
1401488;14270
1401489;14802
1401490;13014
1401491;17702
1401492;12926
1401493;21448
1401494;17095
1401495;16302
1401496;17101
1401497;21944
1401498;13370
1401499;14267
1402101;3418
1402102;3746
1402103;8644
1402104;6228
1402105;3102
1402106;11744
1402107;13478
1402108;14691
1402109;11514
1402110;17051
1402111;16168
1402112;9612
1402113;10172
1402114;9516
1402115;7427
1402116;10659
1402117;10271
1402118;15654
1402119;10084
1402120;16406
1402121;15566
1402801;6736
1402802;17948
1402803;12732
1402804;6093
1402805;11813
1402806;2564
1402807;873
1403501;3861
1403502;6108
1403503;9560
1403504;9877
1403505;6239
1404201;4666
1404202;2804
1404203;7748
1404204;18818
1404205;6703
1404206;17220
1404207;15336
1404208;16147
1404209;18148
1404210;7364
1404211;12500
1404901;6605
1404902;3496
1404903;21211
1405601;14168
1405602;11252
1405603;8916
1405604;7516
1405605;1829
1405606;4860
1405607;12537
1406301;1337
1406302;3949
1406303;6683
1406304;6454
1406305;10314
1406306;6853
1406307;5092
1406308;4206
1406309;11515
1406310;10391
1406311;12730
1406312;14274
1406313;10407
1407001;1220
1407002;3507
1407701;1424
1407702;3956
1408401;6239
1408402;2078
1408403;3429
1408404;4002
1408405;20534
1409101;11181
1409102;3048
1409103;6784
1409104;16335
1409105;6205
1409106;10117
1409107;19042
1409108;6818
1409109;19651
1409110;14052
1409111;10714
1409112;18006
1409113;7384
1409114;7864
1409115;5943
1409116;1615
1409117;5489
1409118;2543
1409119;5610
1409801;7264
1409802;3723
1409803;6101
1409804;2346
1409805;7324
1409806;1434
1409807;1027
1409808;3568
1409809;8487
1409810;6145
1409811;3613
1409812;5678
1409813;3567
1409814;2494
1409815;14054
1409816;12083
1409817;12774
1409818;15559
1409819;11845
1409820;11794
1409821;12059
1409822;13099
1409823;12814
1409824;14494
1409825;13502
1409826;12933
1409827;7586
1409828;9005
1409829;10021
1410501;4887
1410502;7926
1410503;9411
1410504;3571
1410505;11996
1410506;8884
1411201;6005
1411202;1604
1411203;5633
1411901;10004
1411902;3596
1411903;10583
1411904;11271
1411905;5323
1411906;19713
1411907;14735
1411908;15313
1411909;13180
1412601;1470
1412602;2199
1412603;8229
1412604;1590
1412605;10987
1412606;4042
1412607;8487
1413301;7106
1413302;7832
1413303;4690
1413304;4038
1413305;15379
1413306;14475
1414001;4371
1414002;3644
1414003;11167
1414004;10980
1414005;11231
1414006;8882
1414007;16890
1414008;15156
1414009;9547
1414010;9907
1414011;15291
1414012;15650
1414013;12796
1414014;18013
1414015;8257
1414016;8638
1414017;9649
1414018;8636
1414019;7602
1414701;12998
1414702;14177
1414703;7318
1414704;7386
1414705;1557
1414706;4214
1414707;2398
1414708;15362
1414709;17438
1414710;15340
1415401;1114
1415402;3477
1416101;6029
1416102;7048
1416103;7714
1416104;3400
1416105;5739
1416106;11422
1416107;11672
1416108;10109
1416109;17938
1416110;14823
1416111;13660
1416801;4705
1416802;8776
1416803;5075
1417501;4346
1417502;8327
1418201;9969
1418202;7996
1418203;4673
1418204;7393
1418205;9409
1418206;9776
1418207;5532
1418208;8865
1418209;10177
1418210;7468
1418211;7325
1418212;8499
1418213;8645
1800701;23380
1800702;9425
1800703;1990
1800704;103
1800705;605
1800706;931
1800707;697
1800708;50
1801401;1411
1801402;209
1801403;586
1801404;255
1801405;0
1802101;15830
1802102;13431
1802103;25389
1802104;25391
1802105;14954
1802106;19485
1802107;22649
1802108;12354
1802109;13324
1802110;9008
1802111;8682
1802112;10514
1802113;4218
1802114;43
1802115;14412
1802116;16732
1802117;20718
1802118;20745
1802119;17371
1802120;16879
1802121;16518
1802122;17895
1802123;21681
1802801;3327
1802802;198
1802803;10239
1802804;5360
1802805;197
1802806;602
1802807;1190
1803501;12451
1803502;125
1803503;419
1803504;183
1803505;648
1803506;593
1803507;234
1803508;304
1803509;175
1803510;69
1803511;664
1803512;292
1803513;537
1803514;705
1803515;4840
1803516;154
1803517;71
1803518;11441
1803519;10479
1804201;9129
1804202;421
1804203;2140
1804204;593
1804205;2766
1804206;60
1804901;17490
1804902;1917
1804903;3584
1804904;937
1804905;368
1804906;159
1804907;4614
1804908;449
1804909;454
1804910;765
1804911;65
1805601;6653
1805602;442
1805603;406
1805604;202
1805605;127
1805606;96
1806301;4738
1806302;4139
1806303;939
1806304;775
1806305;595
1806306;201
1806307;1665
1806308;1783
1806309;1
1807001;14416
1807002;2876
1807003;1167
1807004;415
1807005;442
1807006;271
1807007;196
1807008;1099
1807009;414
1807010;1542
1807011;877
1807012;1574
1807013;1325
1807014;1673
1807015;6726
1807016;1661
1807017;552
1807018;789
1807019;935
1807020;12912
1807021;17023
1807022;21074
1807701;5220
1807702;2552
1807703;820
1807704;370
1807705;208
1807706;1
1808401;17692
1808402;3231
1808403;464
1808404;130
1808405;340
1808406;147
1808407;201
1808408;78
1808409;238
1808410;3078
1808411;3753
1808412;1798
1809101;10595
1809102;6958
1809103;1741
1809104;2173
1809105;693
1809106;106
1809107;3168
1809108;3317
1809109;8
1809801;6297
1809802;1371
1809803;1126
1809804;287
1809805;171
1810501;15616
1810502;1700
1810503;178
1810504;94
1810505;127
1810506;172
1810507;43
1810508;1171
1810509;1949
1810510;320
1810511;1558
1810512;662
1810513;604
1810514;54
1810515;43
1810516;592
1810517;48
1810518;130
1810519;91
1810520;108
1810521;15407
1811201;11391
1811202;1766
1811203;157
1811204;1493
1811205;166
1811206;303
1811207;2085
1811208;6898
1811209;12079
1811901;17467
1811902;69
1811903;630
1811904;1236
1811905;156
1811906;811
1811907;186
1811908;80
1811909;621
1811910;320
1811911;85
1811912;124
1811913;6
1811914;7554
1811915;19297
1812601;11702
1812602;1508
1812603;715
1812604;303
1812605;1627
1812606;607
1812607;2350
1812608;302
1812609;3130
1813301;1896
1813302;6454
1813303;1781
1813304;1077
1813305;3170
1813306;3
1814001;10872
1814002;3374
1814003;317
1814004;532
1814005;269
1814006;613
1814007;550
1814008;775
1814009;288
1814701;6806
1814702;2884
1814703;188
1814704;163
1814705;150
1814706;92
1814707;63
1814708;1415
1814709;212
1814710;111
1814711;62
1814712;994
1815401;4274
1815402;2685
1815403;57
1815404;513
1815405;31
1815406;163
1815407;2777
1815408;72
1815409;0
1816101;7323
1816102;2034
1816103;612
1816104;2115
1816105;2721
1816106;3561
1816801;9231
1816802;602
1816803;238
1816804;129
1816805;208
1816806;305
1816807;28851
1816808;263
1816809;60
1816810;305
1816811;310
1816812;474
1816813;3855
1816814;1266
1816815;251
1816816;942
1816817;14007
1817501;7014
1817502;238
1817503;246
1817504;506
1817505;447
1817506;486
1817507;47
1817508;48
2200701;5351
2200702;4135
2200703;736
2200704;346
2200705;7162
2200706;1373
2200707;8607
2200708;2084
2200709;4281
2201401;950
2201402;137
2201403;1958
2201404;8697
2201405;4914
2201406;4505
2201407;2422
2201408;1342
2201409;127
2202101;283
2202102;292
2202103;409
2202104;963
2202105;6604
2202106;5950
2202107;18976
2202108;15928
2202109;387
2202110;458
2202111;396
2202112;377
2202113;325
2202114;219
2202115;13462
2202116;16301
2202117;15614
2202801;19120
2202802;1656
2202803;8751
2202804;372
2202805;691
2203601;13042
2203602;945
2203603;1648
2203604;1096
2203605;148
2203606;718
2203607;160
2203608;65
2203609;4459
2203901;6262
2203902;516
2203903;654
2204301;5265
2204302;2942
2204303;2792
2204304;468
2204305;359
2204901;3973
2204902;153
2204903;7571
2204904;291
2205601;3086
2205602;1463
2205603;8859
2205604;82
2206301;7410
2206302;10475
2206303;10568
2206304;3244
2206305;7548
2206306;3479
2206307;4617
2206308;8046
2206309;11745
2207001;6011
2207002;4466
2207003;7244
2207004;3542
2207005;483
2207006;665
2207701;7131
2207702;2206
2207703;2704
2207704;117
2208401;6290
2208402;8503
2208403;641
2208404;982
2208405;4201
2208406;2713
2208407;1092
2208408;2618
2208409;430
2208410;3553
2208411;10858
2208412;17266
2209101;4905
2209102;1234
2209103;2222
2209104;1717
2209105;13431
2209106;567
2209107;1212
2209801;19683
2209802;3500
2209803;5670
2209804;4056
2209805;549
2209806;1171
2209807;20451
2210501;11140
2210502;2060
2210503;14342
2210504;1013
2211201;9015
2211202;258
2211203;3710
2211204;4478
2211205;436
2211206;281
2211207;243
2211208;798
2211209;338
2211210;574
2211901;9195
2211902;3092
2211903;212
2212601;3814
2212602;722
2212603;5786
2213301;19914
2213302;3038
2213303;2529
2213304;6386
2213305;2214
2214001;16320
2214002;11024
2214003;10380
2214004;11422
2214005;13785
2214006;13297
2214007;24776
2214008;10905
2214009;19267
2214010;21791
2214011;10481
2214012;13378
2214013;10963
2214014;9497
2214015;9147
2214016;19260
2214017;9846
2214018;19505
2214019;12415
2214020;10654
2214021;8471
2214022;679
2214023;575
2214024;3419
2214025;18886
2214026;9655
2214027;28828
2214028;12141
2214029;17581
2214030;12526
2214701;1862
2214702;5287
2214703;5961
2214704;1592
2215401;4716
2215402;4067
2215403;7106
2216101;345
2216102;1623
2216103;1938
2216104;191
2216801;18538
2216802;1408
2216803;4905
2216804;4364
2600701;75
2600702;692
2600703;801
2600704;10622
2600705;12274
2600706;15676
2600707;13010
2600708;13033
2600709;8366
2600710;8334
2601401;4407
2601402;198
2601403;1526
2601404;120
2601405;25
2601406;39
2601407;1434
2601408;2294
2601409;6132
2601410;1738
2601411;3006
2602101;224
2602102;1484
2602103;133
2602104;9100
2602105;16123
2602106;13781
2602107;9254
2602108;10627
2602109;7211
2602110;8234
2602111;13668
2602112;9860
2602113;10942
2602114;11147
2602115;10557
2602116;14814
2602117;14415
2602118;11238
2602119;13771
2602801;73
2602802;135
2602803;1419
2603501;233
2603502;415
2603503;8716
2603504;2177
2603505;7908
2603506;10369
2603507;13258
2604201;130
2604202;62
2604203;215
2604204;10734
2604901;1225
2604902;202
2605601;1240
2605602;1515
2605603;330
2606301;130
2606302;583
2606303;35
2606304;30
2607001;1784
2607002;83
2607701;189
2607702;321
2607703;6775
2607704;1835
2607705;15475
2607706;8932
2607707;16638
2607708;13454
2607709;14535
2607710;12550
2607711;11661
2607712;14620
2607713;14328
2608401;1867
2608402;308
2608403;2919
2608404;284
2608405;601
2609101;138
2609102;57
2609103;1111
2609104;10090
2609801;1673
2609802;2374
2609803;1343
2610501;758
2610502;886
3000801;7852
3000802;8573
3000803;8728
3000804;11667
3000805;6511
3000806;10023
3000807;1239
3000808;1105
3000809;1325
3000810;1368
3000811;3768
3000812;1
3001501;20069
3001502;17840
3001503;9971
3001504;17185
3001505;14619
3001506;17337
3001507;14333
3001508;8160
3001509;7534
3001510;17487
3001511;7747
3001512;4554
3001513;6310
3001514;1254
3001515;4233
3001516;1400
3002101;8536
3002102;7490
3002103;3904
3002104;2501
3002105;3805
3002106;1217
3002107;6545
3002108;1028
3002109;6135
3002110;3087
3002111;431
3002112;1578
3002113;104
3002801;10948
3002802;5710
3002803;889
3002804;15189
3002805;14840
3002806;4461
3002807;4357
3002808;3973
3002809;1795
3002810;620
3002811;1550
3002812;3181
3002813;1223
3003501;16075
3003502;1658
3003503;282
3003504;1120
3003505;532
3003506;244
3003507;577
3003508;547
3003509;349
3003510;1481
3003511;2998
3004201;10106
3004202;1978
3004203;822
3004204;446
3004205;720
3004206;447
3004207;560
3004901;10050
3004902;14741
3004903;10886
3004904;7332
3004905;1502
3004906;961
3004907;764
3004908;488
3004909;261
3004910;4898
3005601;18924
3005602;15893
3005603;11839
3005604;16061
3005605;9336
3005606;6288
3005607;4361
3005608;1513
3005609;2309
3005610;1176
3005611;692
3005612;1079
3005613;680
3005614;1041
3005615;8158
3005616;828
3005617;6451
3005618;2832
3006301;2975
3006302;4759
3006303;784
3006304;2121
3006305;1438
3007001;11091
3007002;8744
3007003;5973
3007004;2255
3007005;2251
3007006;681
3007007;808
3007008;992
3007009;1285
3007010;7099
3007011;10784
3007012;2584
3007013;3547
3007014;8790
3007015;19
3007701;10337
3007702;12124
3007703;1241
3007704;1533
3007705;1505
3007706;1331
3007707;2203
3007708;1790
3007709;800
3007710;314
3007711;1260
3007712;4588
3008401;14450
3008402;14220
3008403;15075
3008404;20252
3008405;21869
3008406;13410
3008407;11442
3008408;22069
3008409;14433
3008410;18112
3008411;12577
3008412;4642
3008413;4212
3008414;17907
3008415;11562
3008416;10424
3008417;19246
3008418;1961
3008419;3084
3008420;746
3008421;6580
3008422;2744
3008423;4333
3008424;1942
3008425;5770
3008426;1742
3008427;4925
3008428;981
3008429;1012
3008430;5729
3008431;1688
3008432;2822
3008433;7727
3008434;1695
3008435;1542
3008436;258
3008437;9383
3008438;521
3008439;854
3008440;1050
3008441;3885
3008442;752
3008443;9741
3008444;8160
3008445;2373
3008446;28
3008801;5428
3008802;7800
3008803;3149
3008804;257
3008805;188
3008806;103
3008807;432
3009101;12671
3009102;1052
3009103;988
3009104;395
3009105;6196
3009106;724
3009107;348
3009108;446
3009109;249
3009110;2296
3009111;300
3009801;18540
3009802;13015
3009803;9608
3009804;12958
3009805;11422
3009806;8186
3009807;9485
3009808;257
3009809;2243
3009810;1575
3009811;1495
3009812;144
3009813;1996
3009814;3402
3009815;4165
3009816;725
3009817;1475
3009818;37
3010501;7614
3010502;8727
3010503;7190
3010504;6842
3010505;711
3010506;1951
3010507;1974
3010508;758
3011301;17142
3011302;10447
3011303;7048
3011304;2790
3011305;1858
3011306;1552
3011307;1110
3011308;1265
3011309;620
3011310;1077
3011311;1101
3011312;1133
3011313;984
3011314;838
3400701;2207
3400702;2577
3400703;246
3400704;4966
3400705;2136
3400706;497
3400707;1098
3400708;319
3401401;21675
3401402;21396
3401403;12596
3401404;18743
3401405;3022
3401406;1890
3401407;17998
3401408;494
3401409;540
3401410;1147
3401411;749
3401412;227
3401413;126
3401414;1216
3401415;27464
3401416;27737
3401417;16629
3401418;35
3401419;97
3401420;18135
3401421;15405
3401422;27033
3402101;105
3402102;5918
3402103;3529
3402104;1364
3402105;445
3402106;2210
3402107;3492
3402801;12657
3402802;1181
3402803;537
3403501;3570
3403502;2117
3403503;1414
3403504;2621
3403505;1733
3403506;9735
3403507;4714
3403508;4523
3403509;8419
3403510;5453
3403511;2579
3403512;8173
3403513;347
3403514;419
3403515;692
3403516;357
3403517;221
3403518;5941
3403519;4517
3403520;738
3403521;298
3404201;7714
3404202;2471
3404203;3986
3404204;635
3404205;3593
3404901;29900
3404902;4
3404903;1429
3404904;871
3404905;52
3404906;7016
3404907;5624
3404908;8361
3404909;2513
3404910;22753
3404911;6501
3405601;14228
3405602;727
3405603;889
3405604;5490
3405605;2002
3405606;1295
3405607;5476
3405608;760
3405609;424
3405610;1253
3405611;18613
3405612;486
3405613;272
3405614;3807
3405615;7600
3405616;540
3405617;200
3405618;504
3406301;4413
3406302;9341
3800701;7537
3800702;2210
3800703;547
3800704;1338
3800705;1024
3801401;6885
3801402;4876
3801403;6412
3801404;18859
3801405;16501
3801406;23634
3801407;19872
3802101;4530
3802102;318
3802103;1767
3802104;13334
3802105;29344
3802106;18165
3802107;18407
3802108;26734
3802109;24442
3802110;15703
3802111;18450
3802112;24725
3802113;24477
3802114;27884
3802115;16969
3802801;890
3802802;1121
3802803;1271
3802804;10916
3802805;2703
3802806;465
3803501;13307
3803502;9497
3803503;1101
3803504;14883
3803505;17924
3803506;25078
3804201;1226
3804202;4255
3804203;596
3804204;17021
3804205;14863
3804206;14670
3804901;972
3804902;241
3804903;1275
3805601;2216
3805602;2137
3805603;113
3806301;10963
3806302;5728
3806303;1410
3806304;23134
3806305;19823
3806306;13979
3807001;4100
3807002;4952
3807003;132
3807004;2718
3807005;5661
3807006;167
3807701;765
3807702;962
3807703;1073
3808401;528
3808402;520
3808403;1897
3808404;366
3808405;480
3809401;1947
3809402;187
3809403;181
3809404;5785
3809405;4069
3809406;180
3809801;379
3809802;1452
3809803;297
3809804;2200
3809805;330
3810501;699
3810502;1128
3810503;298
3810504;326
3811201;15781
3811202;2324
3811203;1153
3811204;209
3811205;770
3811206;569
4200701;1814
4200702;2238
4200703;371
4200704;4950
4200705;780
4201401;114
4201402;2199
4202101;6089
4202102;1988
4202103;12365
4202104;12841
4202105;14006
4202106;7544
4202107;15798
4202108;15159
4202109;13238
4202110;6284
4202801;1191
4202802;1740
4202803;4204
4202804;158
4203501;341
4203502;675
4203503;2339
4203504;7081
4203505;616
4203506;2605
4203507;420
4204201;31
4204202;536
4204203;473
4204901;2985
4205601;764
4205602;245
4205603;1628
4205604;428
4205605;7813
4205606;742
4206301;1502
4207001;2012
4207002;1066
4207003;99
4207004;617
4207005;5037
4207701;522
4207702;2768
4207703;1703
4207704;2547
4208401;283
4208402;156
4209101;503
4209801;5931
4209802;750
4209803;1450
4209804;488
4210501;452
4210502;1500
4210503;7202
4210504;12815
4210505;596
4210506;379
4210507;13795
4210508;8664
4210509;4848
4210510;8773
4211201;812
4211202;44
4211203;8612
4211901;624
4211902;3921
4211903;3055
4211904;1063
4212601;3671
4212602;2824
4212603;152
4212604;1376
4212605;2645
4213301;348
4213302;7591
4213303;309
4213304;263
4213305;4736
4213306;1431
4213307;1549
4214001;116
4214002;12134
4214003;159
4214701;1212
4214702;3705
4214703;509
4215401;399
4215402;596
4215403;825
4215404;389
4215405;12160
4215406;317
4215407;153
4600701;13101
4600702;2317
4601401;13332
4601402;399
4601403;440
4601404;18319
4601405;25645
4601406;8778
4601407;21749
4601408;17433
4601409;28494
4601410;24907
4601411;21499
4602101;3492
4602102;776
4602801;6514
4602802;3134
4603501;12069
4603502;2091
4604201;29248
4604202;7327
4604203;9447
4604204;3410
4604901;3187
4604902;2676
4605601;3073
4606301;6092
4606302;1278
4607001;2736
4607002;1372
4607701;1734
4608401;3247
4608402;3898
4609101;676
4609102;4268
4609801;2731
4610501;2427
4611201;11039
4611202;1916
4611203;1099
4611901;3453
4611902;474
4612601;2345
5000701;9464
5000702;12096
5000703;7770
5000704;4504
5000705;7238
5000706;7708
5000707;7842
5000708;5886
5000709;6950
5000710;21194
5000711;9794
5000712;3623
5000713;10972
5001401;304
5001402;130
5001403;1861
5001404;8423
5001405;4846
5001406;14884
5001407;15981
5002101;18652
5002102;17045
5002103;11090
5002104;17735
5002105;10927
5002106;13377
5002107;8450
5002108;13605
5002109;12148
5002110;9467
5002111;5990
5002112;10135
5002113;13530
5002114;11228
5002115;5576
5002116;12948
5002801;8876
5002802;10807
5002803;22752
5002804;17397
5002805;25248
5002806;14501
5002807;11198
5002808;16823
5002809;11928
5002810;9881
5002811;20026
5002812;18908
5002813;10409
5002814;11829
5002815;10769
5002816;9947
5002817;16774
5002818;14044
5002819;12725
5002820;8961
5003501;5373
5003502;19215
5003503;4233
5003504;2974
5003505;6064
5004201;882
5004202;157
5004203;182
5004204;8791
5004901;17
5004902;27466
5004903;25026
5004904;12962
5004905;7716
5004906;452
5004907;13815
5004908;23106
5004909;16901
5004910;12251
5004911;15191
5004912;15544
5004913;18067
5004914;15152
5005601;1042
5005602;979
5005603;859
5005604;10048
5005605;6782
5005606;16372
5005607;656
5006301;11507
5006302;13764
5006303;14362
5006304;14891
5006305;3822
5006306;311
5006307;1405
5006308;13673
5006309;15789
5006310;14964
5006311;15400
5007001;25293
5007002;17668
5007003;11035
5007004;32684
5007005;15690
5007006;14873
5007007;10662
5007008;16703
5007009;15765
5007010;11959
5007701;24290
5007702;928
5007703;937
5007704;1505
5008401;4462
5008402;17272
5008403;9643
5008404;4910
5008405;293
5008406;203
5008407;4478
5008408;15112
5009101;12968
5009102;11471
5009103;7751
5009104;102
5009105;81
5009106;258
5009801;10269
5009802;2234
5009803;8460
5009804;16103
5009805;11773
5009806;12150
5009807;19522
5009808;23261
5009809;14448
5010501;12244
5010502;5435
5010503;9745
5010504;21266
5010505;13975
5010506;4118
5010507;6297
5010508;3119
5010509;5177
5010510;8263
5010511;11027
5010512;5098
5010513;6634
5010514;8020
5010515;17043
5010516;9498
5010517;11140
5010518;14370
5010519;15549
5011201;5901
5011202;5149
5011203;3810
5011204;746
5011205;252
5011206;516
5011901;9
5011902;5076
5011903;17209
5011904;11404
5011905;392
5011906;15368
5012601;433
5012602;1212
5012603;22867
5012604;1177
5012605;6835
5400701;6875
5400702;220
5400703;13268
5400704;1446
5400705;4113
5400706;16327
5401401;7652
5401402;9692
5401403;5139
5401404;2090
5401405;8948
5401406;7481
5401407;2854
5401408;4523
5401409;2358
5401410;2666
5402101;1113
5402102;1371
5402103;1333
5402104;629
5402105;14180
5402106;6059
5402107;2355
5402801;10920
5402802;8550
5402803;15180
5402804;20189
5402805;7969
5402806;17039
5402807;18973
5402808;22738
5402809;5103
5402810;11739
5402811;1452
5402812;25544
5402813;20134
5402814;1130
5402815;3407
5402816;1720
5402817;360
5402818;22088
5402819;37683
5402820;24313
5402821;433
5402822;10673
5402823;15842
5402824;21577
5403501;1007
5403502;582
5403503;723
5403504;7265
5404201;2548
5404202;117
5404203;14600
5404204;21338
5404205;16230
5404206;11763
5404207;3839
5404208;1950
5404209;232
5404210;5604
5404901;19981
5404902;9153
5404903;11882
5404904;1886
5405601;4082
5405602;8163
5405603;9208
5405604;204
5405605;1241
5405606;20738
5405607;7256
5405608;4971
5405609;12034
5406301;12437
5406302;67
5406303;476
5406304;6218
5406305;1162
5406306;63
5406307;410
5406308;16682
5406309;14367
5406310;14873
5406311;15472
5407001;1838
5407002;5177
5407003;14494
5407004;2156
5407005;5854
5407006;1467
5407007;6754
5407008;7335
5407701;10504
5407702;8683
5407703;5297
5407704;6097
5407705;672
5407706;3635
5407707;2677
5407708;8996
5408401;8363
5408402;666
5408403;9289
5408404;4657
5408405;287
5408406;3093
5408407;161
5408408;285
5408409;9944
5409101;17191
5409102;20922
5409103;2130
5409104;3751
5409105;10078
5409106;1260
5409107;13817
5409108;5897
5409109;4173
5409110;5928
5409111;3315
5409112;4857
5409113;14182
5409801;3568
5409802;4771
5409803;1216
5409804;935
5409805;12362
5409806;756
5409807;2296
5409808;1338
5409809;6668
5409810;9792
5409811;1418
5409812;12608
5410501;3398
5410502;13030
5410503;2251
5410504;2227
5411201;7348
5411202;91
5411203;115
5411204;4
5411205;15353
5411206;3212
5411207;4928
5411901;9504
5411902;3408
5411903;4808
5411904;2936
5411905;5875
5411906;1223
5800701;1923
5800702;1522
5800703;4861
5801401;10786
5802101;2155
5802801;4532
5803501;696
5803502;7539
5803503;13769
5803504;17104
5803505;11246
5803506;11066
5803507;15047
5803508;25770
5803509;19829
5803510;16243
5803511;21226
5803512;12651
5803513;11479
5803514;19518
5803515;14610
5803516;11644
5803517;9546
5803518;21161
5803519;12439
5803520;9304
5803521;13532
5803522;16322
5803523;19840
5803524;15226
5803525;15866
5804201;2133
5804202;13123
5804901;203
5804902;1436
5804903;437
5804904;12649
5805601;724
5805602;470
5805603;8778
5805604;9072
5805605;10704
5806301;6925
5807001;11297
5807002;701
5807701;2673
5807702;4561
5808401;4692
5809101;4282
5809102;407
5809103;19398
5809801;3649
5809802;929
5810501;4964
5810502;2058
5811201;1423
5811202;3340
5811203;15983
5811204;15803
6200701;38
6200702;64
6200703;899
6200704;47
6200705;6171
6200706;8853
6200707;12111
6200708;11564
6200709;746
6200710;6501
6200711;10684
6201401;8158
6201402;3078
6201403;3719
6201404;8544
6201405;43
6201406;6834
6201407;322
6201408;95
6201409;1032
6201410;1400
6201411;2098
6202101;7191
6202102;9789
6202103;6193
6202104;423
6202105;1181
6202106;4335
6202107;6786
6202108;7437
6202109;7510
6202110;8731
6202111;9307
6202112;4852
6202113;6537
6202114;16370
6202115;5968
6202116;8724
6202117;8510
6202118;5768
6202119;7888
6202801;1470
6202802;70
6202803;45
6202804;5484
6203501;5280
6204201;765
6204202;723
6204203;36
6204204;8528
6204205;3337
6204206;10614
6204207;14243
6204208;6164
6204209;8629
6204210;9881
6204211;9177
6204212;8994
6204213;6189
6204214;7473
6204215;5992
6204216;2783
6204217;1693
6204218;5820
6204219;3788
6204220;6932
6204221;6325
6204222;4865
6204223;8484
6204224;6263
6204225;10026
6204226;10732
6204227;9926
6204228;8395
6204229;9100
6204230;9817
6204231;10811
6204232;8396
6204233;7086
6204234;8114
6204235;5875
6204236;8385
6204237;10182
6204238;11205
6204239;6582
6204240;11277
6204241;7482
6204242;9117
6204243;10715
6204901;3475
6205601;1736
6206301;11344
6206302;2484
6206303;155
6206304;124
